"variable","percent.contribution","permutation.importance"
"bio12",7.7048,3.7628
"bio15",17.8222,16.9183
"bio17",0.0882,2.5893
"bio2",1.6055,2.9804
"bio4",21.8449,12.5067
"elevation",12.5682,8.799
"nitrogen",0.8453,0.612
"ruggedness",0,0
"sand",37.5209,51.8316
"soc",0,0
