"variable","percent.contribution","permutation.importance"
"bio13",18.0399,28.4533
"bio15",31.7145,37.1152
"bio2",9.9086,2.6915
"bio8",18.6993,8.8
"ruggedness",14.8732,6.2836
"sand",1.0807,0.1783
"soc",5.6839,16.4781
