"variable","percent.contribution","permutation.importance"
"bio1",19.8824,46.7355
"bio13",24.7139,12.9667
"bio17",13.7033,19.4298
"bio2",27.9407,1.6997
"bio8",1.6823,1.3023
"elevation",2.2758,6.3846
"nitrogen",2.1846,0.3039
"ruggedness",5.1864,6.5154
"sand",1.3255,1.6616
"soc",1.1052,3.0005
