"variable","percent.contribution","permutation.importance"
"bio14",30.0619,0.1639
"bio16",1.4865,0
"bio2",3.0306,38.8044
"bio4",25.4829,10.7922
"bio9",14.3895,11.6813
"elevation",23.5282,37.63
"ruggedness",0.9052,0.2275
"sand",0.9291,0
"soc",0.186,0.7007
