"variable","percent.contribution","permutation.importance"
"bio13",0,0
"bio15",13.0087,15.4932
"bio2",0,0
"bio4",0,0
"bio6",28.4087,61.9797
"nitrogen",38.5484,12.2972
"ruggedness",20.0343,10.23
"sand",0,0
