"variable","percent.contribution","permutation.importance"
"bio15",7.2498,0.7158
"bio2",10.6727,25.288
"bio8",73.0922,40.9236
"nitrogen",2.6086,27.4651
"ruggedness",5.9197,0
"sand",0.4569,5.6074
"soc",0,0
