"variable","percent.contribution","permutation.importance"
"bio14",16.8454,17.6514
"bio15",3.6756,0.3834
"bio16",10.838,20.4311
"bio2",7.4422,16.1381
"bio4",13.366,0
"bio8",0.7002,1.8437
"nitrogen",0,0
"ruggedness",12.2347,0.0102
"sand",34.8979,43.5421
