"variable","percent.contribution","permutation.importance"
"bio14",2.0121,1.5761
"bio15",0.9217,1.9767
"bio2",4.7017,7.2803
"bio4",38.5598,34.5353
"elevation",47.4597,48.2716
"nitrogen",5.5001,4.4754
"ruggedness",0.162,0.2762
"sand",0.6829,1.6083
