"variable","percent.contribution","permutation.importance"
"bio14",0,0
"bio16",0,0
"bio2",8.3076,3.9677
"bio4",0,0
"bio8",0,0
"bio9",4.1391,7.6244
"nitrogen",30.4133,22.7906
"ruggedness",4.1236,4.4072
"sand",53.0164,61.2101
