"variable","percent.contribution","permutation.importance"
"bio12",1.4601,0.3812
"bio14",10.3392,15.8837
"bio2",1.02,0.8275
"bio4",24.7095,15.6882
"nitrogen",33.6654,32.0086
"ruggedness",19.3308,8.2579
"sand",4.3951,3.9763
"soc",5.0798,22.9766
