"variable","percent.contribution","permutation.importance"
"bio14",7.4309,22.2128
"bio16",13.5487,19.0864
"bio2",9.5202,10.24
"bio4",5.3003,0.6017
"bio6",18.5761,43.8815
"nitrogen",14.0991,2.7894
"ruggedness",29.9126,0.1292
"sand",1.3953,0.2393
"soc",0.2169,0.8196
