"variable","percent.contribution","permutation.importance"
"bio15",42.1922,43.0133
"bio2",6.5989,3.9842
"nitrogen",12.5264,17.1129
"ruggedness",6.0746,2.8331
"sand",24.5679,24.4456
"soc",8.04,8.6109
