"variable","percent.contribution","permutation.importance"
"bio12",10.4285,8.3134
"bio15",23.0268,3.5638
"bio4",23.4936,38.1317
"nitrogen",4.7474,14.7346
"ruggedness",30.3361,22.912
"sand",7.9676,12.3445
