"variable","percent.contribution","permutation.importance"
"bio14",15.5935,12.8164
"bio16",0,0
"bio2",0,0
"bio4",0,0
"elevation",15.9956,15.9617
"nitrogen",68.4093,70.963
"ruggedness",0,0
"sand",0.0016,0.2589
"soc",0,0
