LandCover_2_Evergreeenbroadleaf,x,y
0.0,32.70833595,41.04166995
0.0,-160.20834615,65.62500525
0.0,61.87500495,-30.62500245
0.0,123.54167655,-33.12500265
0.0,66.87500535,-15.62500125
0.0,165.20834655,35.62500285
0.0,131.45834385,43.95833685
0.0,56.04167115,81.04167315
0.0,83.12500665,-34.79166945
0.0,10.62500085,21.87500175
0.0,-166.04167995,74.37500595
35.0,149.37501195,-33.54166935
0.0,131.87501055,46.04167035
0.0,-83.95834005,35.20833615
0.0,105.20834175,0.208333350000004
0.0,-7.29166725000002,-46.87500375
0.0,-141.87501135,30.62500245
0.0,96.04167435,-20.20833495
0.0,57.29167125,52.29167085
0.0,43.12500345,-41.87500335
0.0,31.45833585,68.95833885
0.0,-9.37500075,-36.87500295
0.0,-122.70834315,33.12500265
0.0,83.12500665,37.70833635
0.0,-161.45834625,73.54167255
42.0,-61.87500495,-8.54166735
0.0,-93.12500745,2.70833354999999
0.0,-146.04167835,70.62500565
0.0,-161.87501295,-44.79167025
0.0,171.87501375,-52.29167085
0.0,-79.37500635,69.37500555
0.0,-81.45833985,76.87500615
19.0,139.79167785,33.12500265
0.0,-109.79167545,-17.70833475
0.0,47.70833715,-44.79167025
48.0,-58.12500465,-3.12500025
0.0,-38.12500305,36.87500295
0.0,-149.79167865,51.04167075
0.0,-31.87500255,71.87500575
0.0,179.79168105,15.62500125
0.0,-171.04168035,41.04166995
0.0,96.04167435,9.37500075
0.0,150.20834535,-28.95833565
0.0,68.95833885,-9.79166745000001
0.0,-153.54167895,80.20833975
0.0,80.20833975,-1.87500015000001
0.0,-128.95834365,1.04166675
0.0,23.12500185,33.12500265
0.0,61.04167155,-52.29167085
0.0,-143.95834485,60.62500485
0.0,-89.37500715,62.29167165
0.0,-46.45833705,49.37500395
0.0,43.95833685,2.70833354999999
0.0,74.37500595,-34.79166945
0.0,102.29167485,72.70833915
0.0,179.79168105,63.54167175
0.0,70.20833895,26.45833545
10.0,22.29166845,6.04166714999999
0.0,-14.37500115,4.79166705
0.0,-26.04166875,-15.20833455
0.0,92.70834075,38.95833645
0.0,-98.95834125,-2.70833355000001
0.0,-170.62501365,-4.79166705
0.0,74.37500595,37.70833635
0.0,90.62500725,-7.29166725
0.0,-168.54168015,64.37500515
0.0,-168.12501345,50.62500405
0.0,156.04167915,19.79166825
0.0,-69.37500555,58.95833805
0.0,-86.87500695,58.95833805
0.0,38.95833645,-35.62500285
0.0,-148.12501185,-7.29166725
0.0,-28.12500225,-48.54167055
0.0,137.29167765,23.54166855
0.0,-119.37500955,-6.04166715000001
0.0,53.95833765,-45.62500365
0.0,71.87500575,38.54166975
0.0,175.62501405,-51.87500415
