LandCover_6_Herbaceous,x,y
0.0,-121.87500975,25.62500205
0.0,-32.70833595,-53.95833765
0.0,-57.29167125,-6.04166715000001
0.0,107.29167525,-35.20833615
0.0,142.29167805,-47.70833715
0.0,123.12500985,79.37500635
0.0,152.29167885,0.625000049999997
0.0,65.20833855,13.12500105
0.0,148.54167855,1.87500014999999
0.0,-19.37500155,-34.37500275
0.0,38.95833645,75.62500605
0.0,81.04167315,-4.79166705
0.0,-149.79167865,-41.45833665
0.0,179.79168105,38.12500305
0.0,-42.70833675,-38.54166975
0.0,-169.37501355,-46.87500375
0.0,121.45834305,-44.37500355
0.0,82.29167325,56.45833785
0.0,68.12500545,68.54167215
0.0,147.70834515,38.54166975
0.0,143.12501145,-41.87500335
0.0,60.20833815,-40.20833655
0.0,47.70833715,-14.79166785
0.0,88.54167375,-28.54166895
0.0,108.95834205,-45.62500365
0.0,-123.54167655,-0.208333350000004
0.0,-46.45833705,-41.87500335
0.0,110.20834215,11.04166755
0.0,48.95833725,18.12500145
0.0,5.20833374999998,25.62500205
0.0,-161.87501295,-9.79166745000001
0.0,-176.45834745,73.95833925
0.0,-115.20834255,47.29167045
0.0,-11.04166755,9.79166744999999
0.0,-119.37500955,56.04167115
0.0,-72.70833915,9.79166744999999
0.0,-157.70834595,8.12500065
0.0,-158.12501265,-42.70833675
0.0,-163.12501305,40.20833655
0.0,82.70833995,17.29166805
0.0,-47.70833715,33.54166935
0.0,21.87500175,58.95833805
0.0,114.37500915,38.12500305
0.0,-153.95834565,-28.54166895
0.0,-166.04167995,-53.54167095
0.0,135.20834415,31.04166915
0.0,17.70833475,74.79167265
0.0,-40.20833655,-3.12500025
0.0,-151.45834545,45.20833695
0.0,-11.04166755,39.79166985
0.0,138.95834445,-13.12500105
21.0,-83.12500665,55.20833775
0.0,175.62501405,54.37500435
37.0,-113.54167575,43.95833685
0.0,113.95834245,-0.208333350000004
0.0,102.70834155,9.37500075
0.0,-163.12501305,8.54166735
0.0,-16.45833465,-11.87500095
0.0,-19.37500155,7.29166725
0.0,-164.79167985,1.04166675
0.0,-139.79167785,6.45833385
0.0,127.70834355,-51.87500415
0.0,52.29167085,-32.70833595
14.0,133.54167735,48.12500385
0.0,-51.87500415,5.62500045
0.0,155.62501245,41.87500335
0.0,128.95834365,-11.87500095
0.0,35.20833615,76.45833945
0.0,-33.95833605,3.95833365
0.0,-46.04167035,-33.95833605
0.0,124.37500995,20.20833495
0.0,102.70834155,-8.95833405
0.0,-138.12501105,28.12500225
0.0,-70.20833895,-50.62500405
0.0,119.37500955,18.95833485
0.0,171.87501375,19.79166825
0.0,131.45834385,35.62500285
0.0,-3.95833365000001,-21.04166835
13.0,129.37501035,69.37500555
0.0,90.20834055,2.70833354999999
0.0,-113.12500905,40.62500325
0.0,115.20834255,68.12500545
0.0,-68.12500545,-50.20833735
0.0,131.04167715,42.29167005
0.0,59.37500475,34.79166945
0.0,-33.95833605,45.62500365
0.0,88.54167375,56.04167115
40.0,-145.62501165,69.37500555
0.0,131.87501055,11.87500095
0.0,-58.54167135,-45.20833695
0.0,91.87500735,6.04166714999999
5.0,-152.29167885,67.29167205
0.0,-151.04167875,19.79166825
0.0,-21.04166835,-40.62500325
20.0,-116.45834265,51.04167075
0.0,-126.04167675,-51.04167075
0.0,-152.70834555,-16.87500135
0.0,61.04167155,19.79166825
11.0,15.20833455,46.04167035
0.0,141.87501135,-40.20833655
0.0,-44.79167025,38.54166975
4.0,-79.79167305,43.95833685
0.0,-150.62501205,24.79166865
0.0,158.54167935,79.37500635
0.0,-11.04166755,81.04167315
0.0,-34.37500275,30.20833575
0.0,111.87500895,-16.04166795
0.0,-78.54167295,71.87500575
0.0,-48.12500385,49.79167065
0.0,-162.70834635,-39.37500315
6.0,-132.70834395,64.79167185
0.0,-152.29167885,34.79166945
0.0,131.04167715,19.37500155
0.0,11.45833425,25.62500205
0.0,41.87500335,33.12500265
0.0,-97.70834115,8.54166735
0.0,-160.62501285,-9.37500075
0.0,-73.12500585,22.70833515
0.0,52.29167085,23.95833525
0.0,1.04166674999999,65.62500525
0.0,168.54168015,-52.70833755
0.0,-84.37500675,-9.79166745000001
0.0,171.04168035,10.20833415
0.0,-1.87500015000001,-49.37500395
0.0,58.54167135,68.95833885
0.0,-112.70834235,-18.54166815
0.0,-178.12501425,24.79166865
25.0,63.12500505,34.79166945
0.0,52.70833755,32.29166925
26.0,104.37500835,76.04167275
0.0,103.54167495,-48.12500385
0.0,26.87500215,-24.37500195
0.0,-167.70834675,-10.20833415
0.0,117.70834275,41.45833665
0.0,36.87500295,-19.79166825
0.0,-34.79166945,-50.62500405
0.0,-23.54166855,-24.79166865
0.0,163.95834645,21.45833505
0.0,168.95834685,29.37500235
0.0,-146.87501175,72.70833915
0.0,-124.79167665,60.20833815
32.0,42.29167005,43.12500345
0.0,-57.29167125,41.04166995
0.0,165.20834655,10.20833415
0.0,53.95833765,6.87500055
0.0,9.37500075,16.87500135
9.0,150.62501205,61.04167155
0.0,169.37501355,-48.12500385
0.0,-8.54166735000001,45.20833695
0.0,-75.62500605,51.04167075
0.0,140.20834455,58.12500465
0.0,-26.45833545,73.12500585
0.0,-78.54167295,-48.12500385
0.0,-38.12500305,22.70833515
0.0,57.29167125,36.87500295
0.0,38.12500305,-28.54166895
0.0,49.37500395,68.12500545
0.0,4.79166705,31.45833585
0.0,-1.87500015000001,-27.29166885
0.0,119.37500955,13.12500105
0.0,-111.04167555,-15.20833455
55.0,100.20834135,34.79166945
0.0,-161.04167955,1.87500014999999
0.0,-5.62500045000002,-36.04166955
0.0,81.04167315,18.54166815
0.0,88.95834045,-31.04166915
0.0,84.79167345,60.20833815
0.0,83.54167335,35.20833615
0.0,-26.04166875,-49.79167065
0.0,-25.62500205,0.208333350000004
0.0,-31.04166915,28.95833565
0.0,153.54167895,-23.12500185
0.0,-166.45834665,3.12500025
0.0,91.45834065,81.04167315
0.0,33.12500265,-10.62500085
0.0,-42.29167005,53.54167095
0.0,97.70834115,-15.20833455
0.0,112.70834235,-34.79166945
0.0,-49.79167065,56.04167115
0.0,-28.54166895,-1.87500015000001
0.0,29.37500235,-10.62500085
0.0,123.95834325,-9.37500075
0.0,53.54167095,52.29167085
0.0,-82.70833995,75.20833935
0.0,163.12501305,-10.20833415
0.0,112.70834235,25.62500205
0.0,-32.29166925,-33.54166935
13.0,14.79166785,13.54166775
0.0,24.79166865,49.37500395
0.0,-27.29166885,-52.70833755
0.0,-84.37500675,16.45833465
0.0,3.12500025,75.20833935
0.0,105.62500845,-4.79166705
0.0,-6.04166715000002,-31.45833585
0.0,125.62501005,55.20833775
0.0,66.04167195,42.29167005
0.0,-11.45833425,-44.37500355
