ISRICSOILGRIDS_new_average_nitrogen_reduced,x,y
-9999.0,54.37500435,-53.95833765
-9999.0,175.20834735,-50.20833735
-9999.0,-66.87500535,73.12500585
423.0,42.70833675,54.37500435
-9999.0,61.04167155,-47.29167045
-9999.0,20.62500165,32.70833595
-9999.0,-73.95833925,50.62500405
132.0,-73.12500585,-11.87500095
-9999.0,-160.20834615,58.54167135
157.0,1.04166674999999,43.12500345
-9999.0,-133.95834405,55.20833775
-9999.0,-170.62501365,0.208333350000004
-9999.0,-134.37501075,55.62500445
-9999.0,-149.79167865,55.20833775
-9999.0,-53.12500425,44.37500355
-9999.0,-12.29166765,30.62500245
-9999.0,178.54168095,53.95833765
-9999.0,-36.04166955,-19.37500155
-9999.0,-9.37500075,-31.45833585
-9999.0,-132.29167725,38.12500305
-9999.0,-131.87501055,-6.45833385
-9999.0,-163.54167975,-41.04166995
-9999.0,-159.37501275,-28.95833565
-9999.0,-119.37500955,13.54166775
117.0,-52.70833755,-21.87500175
-9999.0,-111.87500895,8.54166735
-9999.0,-22.70833515,-24.37500195
-9999.0,-8.54166735000001,70.62500565
-9999.0,-48.54167055,-54.79167105
-9999.0,148.54167855,39.79166985
290.0,132.70834395,66.04167195
-9999.0,-20.62500165,26.04166875
97.0,20.62500165,28.95833565
-9999.0,-33.54166935,-32.70833595
-9999.0,41.45833665,-26.87500215
-9999.0,55.20833775,-38.95833645
75.0,45.20833695,-24.79166865
107.0,-104.37500835,45.62500365
-9999.0,65.62500525,-31.45833585
511.0,94.37500755,75.62500605
300.0,129.79167705,63.54167175
45.0,21.04166835,-29.79166905
114.0,112.70834235,25.62500205
309.0,136.45834425,57.70833795
-9999.0,-38.54166975,35.20833615
-9999.0,-163.95834645,-22.29166845
-9999.0,126.04167675,4.37500034999999
-9999.0,56.04167115,3.54166694999999
-9999.0,-42.70833675,-52.70833755
-9999.0,-172.29168045,22.70833515
-9999.0,115.20834255,-43.95833685
-9999.0,-111.87500895,-23.95833525
-9999.0,-79.37500635,63.12500505
-9999.0,-110.62500885,72.29167245
-9999.0,2.70833354999999,-51.04167075
-9999.0,161.45834625,43.95833685
-9999.0,-95.20834095,8.95833404999999
-9999.0,120.20834295,-7.29166725
109.0,-37.70833635,-8.95833405
-9999.0,155.20834575,6.04166714999999
-9999.0,167.70834675,-25.20833535
321.0,-105.20834175,66.04167195
-9999.0,-41.45833665,67.29167205
-9999.0,-39.79166985,46.04167035
246.0,119.79167625,70.20833895
127.0,-54.37500435,-10.20833415
-9999.0,46.87500375,-39.37500315
-9999.0,153.95834565,-36.87500295
-9999.0,-136.45834425,-30.20833575
939.0,-99.37500795,54.37500435
-9999.0,-36.04166955,-46.04167035
261.0,53.54167095,45.62500365
-9999.0,-4.79166705,-18.54166815
113.0,-108.95834205,46.04167035
-9999.0,157.70834595,-41.45833665
-9999.0,32.70833595,-41.45833665
-9999.0,72.70833915,10.20833415
111.0,-57.29167125,-8.12500065
-9999.0,-21.45833505,80.62500645
-9999.0,-64.79167185,-50.62500405
-9999.0,82.29167325,-48.95833725
209.0,39.79166985,13.54166775
57.0,-103.12500825,31.04166915
-9999.0,-174.37501395,21.45833505
-9999.0,-59.79167145,38.12500305
-9999.0,-176.04168075,40.62500325
-9999.0,146.87501175,49.79167065
-9999.0,53.12500425,25.62500205
352.0,96.45834105,63.95833845
-9999.0,61.45833825,-43.54167015
-9999.0,-49.37500395,23.95833525
-9999.0,-119.37500955,33.54166935
-9999.0,-155.62501245,1.45833345
-9999.0,137.70834435,8.54166735
401.0,-66.04167195,63.95833845
72.0,34.37500275,-5.62500045
433.0,157.70834595,51.87500415
-9999.0,-50.20833735,40.62500325
73.0,74.79167265,30.20833575
-9999.0,139.79167785,35.62500285
-9999.0,-96.45834105,68.54167215
303.0,173.95834725,66.87500535
-9999.0,-42.70833675,43.54167015
-9999.0,-64.79167185,67.70833875
