GTOPO30_SLOPE_reduced,x,y
-9999.0,-122.70834315,15.20833455
-9999.0,-1.87500015000001,63.95833845
-9999.0,158.95834605,-47.70833715
-9999.0,-159.79167945,-18.54166815
1.0,-46.45833705,-3.54166695000001
-9999.0,-8.95833405000002,41.04166995
-9999.0,-51.87500415,34.79166945
0.0,5.62500044999999,51.87500415
-9999.0,8.95833404999999,-36.04166955
0.0,31.87500255,51.45833745
-9999.0,-107.70834195,-28.95833565
-9999.0,150.20834535,6.87500055
-9999.0,-158.54167935,78.95833965
-9999.0,2.70833354999999,-41.04166995
2.0,92.70834075,33.12500265
-9999.0,-90.62500725,-1.04166675
6.0,82.70833995,31.04166915
-9999.0,151.45834545,43.54167015
2.0,21.45833505,42.70833675
-9999.0,-121.87500975,-10.62500085
2.0,75.20833935,43.12500345
0.0,-96.04167435,61.45833825
0.0,143.95834485,-31.04166915
0.0,21.04166835,-11.87500095
-9999.0,166.87501335,-20.62500165
-9999.0,-145.62501165,-3.95833365
-9999.0,-167.29168005,-18.54166815
-9999.0,-97.70834115,-45.20833695
-9999.0,175.62501405,35.62500285
2.0,134.37501075,44.79167025
-9999.0,163.12501305,-41.87500335
-9999.0,-18.95833485,-36.87500295
0.0,98.54167455,63.95833845
-9999.0,-37.70833635,22.29166845
-9999.0,-32.29166925,34.37500275
1.0,99.37500795,59.79167145
-9999.0,37.29166965,71.45833905
-9999.0,150.20834535,32.70833595
0.0,81.45833985,56.04167115
-9999.0,-38.12500305,64.37500515
0.0,21.45833505,12.29166765
-9999.0,53.54167095,26.45833545
-9999.0,-167.29168005,46.45833705
-9999.0,60.20833815,24.79166865
-9999.0,-22.29166845,19.79166825
-9999.0,12.29166765,-25.20833535
1.0,60.20833815,62.70833835
-9999.0,5.20833374999998,-47.70833715
0.0,31.45833585,59.79167145
-9999.0,-46.04167035,-34.79166945
-9999.0,26.45833545,60.20833815
0.0,-57.70833795,-23.12500185
-9999.0,-93.95834085,-3.95833365
-9999.0,45.20833695,-13.95833445
0.0,57.29167125,31.45833585
2.0,106.04167515,26.87500215
0.0,-3.54166695000001,22.70833515
-9999.0,-56.04167115,9.79166744999999
-9999.0,135.62501085,-1.04166675
-9999.0,136.04167755,-2.29166685
-9999.0,143.12501145,28.54166895
-9999.0,173.54168055,3.95833365
-9999.0,-160.20834615,7.70833395
-9999.0,149.79167865,1.87500014999999
-9999.0,1.45833345,-34.37500275
-9999.0,-40.62500325,18.12500145
-9999.0,-163.95834645,43.12500345
-9999.0,160.62501285,-49.79167065
0.0,9.79166744999998,31.04166915
5.0,-148.54167855,67.29167205
-9999.0,24.79166865,35.62500285
-9999.0,-127.70834355,-26.45833545
0.0,-52.70833755,78.12500625
-9999.0,-117.70834275,-51.04167075
-9999.0,38.95833645,-35.20833615
