ISRICSOILGRIDS_new_average_soilorganiccarboncontent_reduced,x,y
-9999.0,164.79167985,-42.29167005
-9999.0,93.95834085,-47.70833715
-9999.0,32.70833595,-34.37500275
114.0,-66.87500535,67.70833875
-9999.0,156.45834585,20.62500165
-9999.0,178.12501425,15.62500125
-9999.0,83.54167335,14.79166785
-9999.0,-18.54166815,52.29167085
54.0,46.87500375,58.95833805
79.0,-77.70833955,7.70833395
64.0,142.29167805,-3.54166695000001
-9999.0,-35.20833615,67.29167205
-9999.0,149.37501195,78.54167295
70.0,138.95834445,63.54167175
-9999.0,-165.20834655,-27.70833555
16.0,-4.79166705,41.45833665
-9999.0,-175.62501405,18.95833485
4.0,-97.70834115,17.29166805
-9999.0,-57.70833795,72.29167245
-9999.0,-34.79166945,-13.12500105
-9999.0,-160.62501285,73.12500585
-9999.0,112.70834235,-26.87500215
-9999.0,8.54166734999998,-44.79167025
47.0,118.95834285,45.20833695
-9999.0,-153.54167895,34.79166945
-9999.0,153.54167895,71.87500575
-9999.0,-36.87500295,10.20833415
7.0,11.87500095,27.29166885
-9999.0,93.12500745,3.54166694999999
-9999.0,6.87500054999998,-38.12500305
-9999.0,56.45833785,75.20833935
-9999.0,-68.54167215,73.54167255
-9999.0,-76.04167275,-18.12500145
41.0,123.12500985,13.54166775
-9999.0,28.12500225,73.95833925
-9999.0,21.87500175,-45.62500365
-9999.0,-172.70834715,6.87500055
-9999.0,-162.29167965,35.20833615
-9999.0,34.37500275,26.04166875
-9999.0,162.70834635,-1.87500015000001
17.0,43.54167015,1.87500014999999
20.0,77.70833955,30.20833575
89.0,131.04167715,70.62500565
52.0,24.79166865,50.20833735
-9999.0,-26.87500215,12.29166765
29.0,-7.29166725000002,7.70833395
72.0,103.95834165,55.20833775
-9999.0,108.12500865,-54.79167105
-9999.0,28.54166895,-41.04166995
86.0,128.54167695,56.45833785
-9999.0,146.04167835,-54.37500435
69.0,121.45834305,71.87500575
-9999.0,148.95834525,27.70833555
-9999.0,-120.20834295,-28.12500225
179.0,21.04166835,67.70833875
7.0,21.45833505,26.04166875
-9999.0,86.04167355,18.54166815
