ISRICSOILGRIDS_new_average_siltpercent_reduced,x,y
-9999.0,159.37501275,0.208333350000004
46.0,156.45834585,65.62500525
33.0,121.04167635,44.37500355
34.0,-117.70834275,73.54167255
-9999.0,126.45834345,-40.62500325
42.0,48.54167055,62.70833835
-9999.0,151.87501215,43.12500345
-9999.0,-69.79167225,21.04166835
-9999.0,0.208333349999975,-47.70833715
-9999.0,116.87500935,-4.79166705
-9999.0,-58.54167135,26.04166875
46.0,18.95833485,48.54167055
52.0,-91.04167395,41.87500335
-9999.0,-178.54168095,37.70833635
-9999.0,148.95834525,54.37500435
38.0,42.70833675,42.70833675
10.0,114.79167585,-26.45833545
-9999.0,137.29167765,9.37500075
-9999.0,121.87500975,-55.62500445
-9999.0,-128.54167695,16.45833465
-9999.0,145.62501165,8.95833404999999
-9999.0,-124.79167665,8.54166735
34.0,-113.54167575,69.79167225
14.0,11.87500095,25.62500205
-9999.0,-163.12501305,1.45833345
-9999.0,-140.62501125,56.87500455
-9999.0,-121.45834305,21.87500175
-9999.0,-127.29167685,18.54166815
-9999.0,107.29167525,-33.12500265
-9999.0,-129.37501035,26.87500215
40.0,-76.04167275,67.70833875
-9999.0,-91.45834065,57.29167125
-9999.0,166.04167995,1.87500014999999
5.0,4.37500034999999,31.45833585
-9999.0,98.54167455,-24.79166865
-9999.0,153.12501225,15.20833455
-9999.0,44.37500355,-36.45833625
37.0,-158.54167935,56.45833785
-9999.0,-108.12500865,-53.54167095
-9999.0,3.12500025,78.95833965
28.0,-72.70833915,-3.95833365
-9999.0,-25.62500205,48.12500385
-9999.0,-82.29167325,76.04167275
-9999.0,121.45834305,15.20833455
-9999.0,-73.12500585,-54.79167105
-9999.0,-36.87500295,53.95833765
-9999.0,-56.87500455,-35.62500285
-9999.0,-178.54168095,56.04167115
-9999.0,149.37501195,1.87500014999999
39.0,-77.70833955,61.04167155
-9999.0,-41.45833665,-36.45833625
-9999.0,66.45833865,25.20833535
21.0,74.79167265,27.29166885
29.0,108.54167535,14.79166785
-9999.0,-113.54167575,-6.87500055
-9999.0,-176.87501415,56.45833785
36.0,67.70833875,52.70833755
-9999.0,-102.70834155,-33.12500265
-9999.0,-139.79167785,-13.95833445
-9999.0,-128.95834365,0.208333350000004
-9999.0,-56.87500455,-52.70833755
6.0,19.37500155,-11.04166755
34.0,-78.54167295,53.54167095
-9999.0,166.87501335,52.70833755
-9999.0,174.79168065,46.04167035
-9999.0,-110.20834215,-9.79166745000001
-9999.0,83.12500665,-55.62500445
-9999.0,-151.45834545,30.20833575
38.0,-106.45834185,67.29167205
-9999.0,-23.54166855,31.87500255
-9999.0,92.70834075,-27.70833555
-9999.0,-129.79167705,48.95833725
-9999.0,128.12501025,18.95833485
53.0,-96.87500775,41.87500335
-9999.0,66.87500535,-5.20833375000001
-9999.0,79.37500635,-0.625000049999997
-9999.0,-37.70833635,-53.54167095
-9999.0,168.95834685,18.12500145
19.0,-47.70833715,-20.62500165
-9999.0,-39.79166985,68.54167215
-9999.0,-52.70833755,-38.12500305
-9999.0,154.37501235,-51.87500415
-9999.0,147.70834515,-10.20833415
-9999.0,-82.70833995,6.04166714999999
-9999.0,0.625000049999983,-49.37500395
-9999.0,-127.70834355,-11.87500095
22.0,47.29167045,7.29166725
10.0,16.04166795,1.45833345
-9999.0,-147.29167845,-54.79167105
42.0,-155.62501245,58.95833805
-9999.0,126.87501015,-45.20833695
32.0,-58.95833805,54.37500435
45.0,135.20834415,63.12500505
-9999.0,-90.20834055,23.54166855
51.0,-163.95834645,67.70833875
-9999.0,-173.95834725,64.37500515
36.0,167.70834675,66.04167195
-9999.0,35.62500285,77.29167285
37.0,-87.29167365,32.29166925
-9999.0,62.70833835,12.29166765
2.0,24.37500195,20.20833495
-9999.0,-156.45834585,50.20833735
-9999.0,-176.87501415,55.62500445
-9999.0,-48.12500385,23.54166855
-9999.0,143.54167815,1.45833345
37.0,-93.95834085,68.12500545
-9999.0,-164.37501315,39.79166985
-9999.0,168.12501345,16.04166795
-9999.0,38.95833645,21.87500175
-9999.0,-15.62500125,-48.95833725
-9999.0,149.37501195,56.87500455
34.0,26.45833545,66.04167195
-9999.0,-16.87500135,-23.95833525
-9999.0,174.37501395,32.70833595
25.0,-99.79167465,24.37500195
-9999.0,-122.29167645,-38.54166975
-9999.0,129.79167705,-42.70833675
-9999.0,17.29166805,-39.79166985
-9999.0,-101.87500815,-47.70833715
27.0,-105.62500845,57.29167125
-9999.0,163.95834645,-5.62500045
-9999.0,-35.20833615,-54.37500435
-9999.0,119.37500955,21.87500175
-9999.0,-12.29166765,28.95833565
-9999.0,-95.20834095,27.70833555
-9999.0,-133.12501065,18.54166815
-9999.0,-61.87500495,-42.70833675
-9999.0,139.79167785,-16.45833465
-9999.0,-115.20834255,6.04166714999999
-9999.0,-69.79167225,29.79166905
-9999.0,-27.29166885,21.45833505
-9999.0,-38.95833645,-32.29166925
13.0,25.62500205,-9.37500075
7.0,45.62500365,26.45833545
-9999.0,65.62500525,-16.45833465
-9999.0,11.87500095,-26.87500215
-9999.0,140.62501125,18.12500145
26.0,95.20834095,23.12500185
-9999.0,-3.12500025,-21.04166835
38.0,-125.62501005,54.37500435
41.0,118.95834285,69.79167225
-9999.0,-18.54166815,-0.208333350000004
-9999.0,113.12500905,16.04166795
10.0,32.29166925,-11.87500095
-9999.0,-37.29166965,70.62500565
-9999.0,6.45833385,-14.37500115
-9999.0,68.95833885,-13.95833445
-9999.0,-167.70834675,-4.37500035000001
12.0,16.45833465,-3.95833365
-9999.0,82.70833995,76.04167275
-9999.0,-18.12500145,21.87500175
-9999.0,-46.45833705,23.54166855
37.0,77.70833955,28.54166895
40.0,63.12500505,54.79167105
-9999.0,-174.37501395,49.37500395
-9999.0,-5.20833375000001,53.54167095
-9999.0,-128.54167695,17.70833475
-9999.0,-61.04167155,73.54167255
41.0,-86.87500695,74.79167265
-9999.0,141.87501135,-51.87500415
-9999.0,-142.29167805,19.37500155
-9999.0,-13.95833445,-23.54166855
-9999.0,120.62500965,26.04166875
-9999.0,-140.20834455,-50.20833735
40.0,128.95834365,48.95833725
55.0,-150.20834535,62.29167165
-9999.0,120.20834295,-48.54167055
-9999.0,-101.87500815,-9.79166745000001
-9999.0,-0.208333350000004,-55.62500445
-9999.0,155.20834575,-32.70833595
-9999.0,80.62500645,-0.208333350000004
29.0,-98.95834125,53.95833765
39.0,102.29167485,46.45833705
-9999.0,-43.12500345,15.62500125
-9999.0,6.04166714999999,-20.20833495
-9999.0,-171.45834705,-18.95833485
-9999.0,139.79167785,11.45833425
-9999.0,23.95833525,74.79167265
38.0,-111.45834225,54.79167105
-9999.0,-118.54167615,-12.70833435
42.0,77.70833955,64.37500515
30.0,91.87500735,36.87500295
-9999.0,-174.37501395,81.04167315
38.0,76.87500615,31.04166915
-9999.0,109.37500875,-4.79166705
-9999.0,27.29166885,-41.87500335
-9999.0,-59.37500475,45.20833695
11.0,126.04167675,-19.37500155
-9999.0,-96.87500775,-16.45833465
-9999.0,93.12500745,-34.37500275
-9999.0,-99.37500795,-47.29167045
47.0,5.20833374999998,46.04167035
10.0,11.87500095,13.95833445
-9999.0,-56.87500455,32.70833595
-9999.0,-136.87501095,58.12500465
-9999.0,151.45834545,-35.62500285
16.0,-38.95833645,-10.20833415
