LandCover_3_Deciduousbroadleaf,x,y
0.0,167.70834675,5.62500045
0.0,-55.20833775,8.95833404999999
0.0,-119.79167625,10.20833415
0.0,-144.79167825,-17.29166805
0.0,18.12500145,30.62500245
0.0,98.12500785,8.54166735
0.0,-58.54167135,-0.625000049999997
0.0,-68.54167215,56.87500455
0.0,-43.95833685,0.625000049999997
0.0,-132.70834395,7.29166725
0.0,-125.62501005,-53.95833765
0.0,12.70833435,-13.12500105
0.0,-173.54168055,-35.62500285
0.0,7.29166724999999,-3.54166695000001
0.0,-128.12501025,-50.62500405
0.0,37.29166965,-36.45833625
0.0,102.70834155,-7.70833395
0.0,24.79166865,-25.62500205
0.0,-36.04166955,61.87500495
0.0,69.79167225,7.29166725
0.0,-7.29166725000002,6.04166714999999
0.0,163.54167975,21.45833505
0.0,9.37500075,-7.29166725
0.0,83.54167335,48.12500385
0.0,-25.20833535,-51.87500415
0.0,100.62500805,-22.70833515
0.0,171.87501375,71.04167235
0.0,-49.79167065,-53.12500425
0.0,-76.04167275,-41.87500335
0.0,-149.37501195,-17.70833475
0.0,93.95834085,26.04166875
0.0,172.70834715,8.95833404999999
0.0,136.45834425,67.29167205
0.0,-34.37500275,20.20833495
0.0,174.37501395,40.20833655
0.0,105.62500845,47.29167045
0.0,105.62500845,62.29167165
0.0,-90.20834055,36.04166955
0.0,114.79167585,53.54167095
0.0,-171.87501375,5.20833374999999
30.0,11.87500095,47.70833715
0.0,-173.12501385,-17.29166805
0.0,-139.79167785,-38.95833645
0.0,-158.54167935,29.37500235
0.0,86.87500695,15.20833455
0.0,109.79167545,46.45833705
0.0,-125.20834335,42.70833675
0.0,-1.45833345,11.45833425
0.0,-35.62500285,-42.70833675
0.0,-64.79167185,62.70833835
0.0,157.29167925,-26.87500215
0.0,166.45834665,58.54167135
16.0,18.95833485,7.70833395
0.0,33.95833605,39.37500315
0.0,-139.79167785,-8.95833405
0.0,66.04167195,-40.20833655
0.0,-77.29167285,50.20833735
0.0,91.87500735,-27.29166885
0.0,116.04167595,2.29166685
0.0,-139.37501115,27.70833555
0.0,-71.04167235,75.62500605
0.0,81.87500655,6.45833385
0.0,-167.70834675,14.79166785
0.0,9.37500075,28.95833565
0.0,-84.37500675,-55.62500445
0.0,171.45834705,55.20833775
0.0,14.37500115,70.20833895
0.0,-63.95833845,43.95833685
0.0,48.95833725,22.70833515
0.0,-61.87500495,-16.45833465
0.0,120.62500965,23.54166855
0.0,-113.54167575,-54.79167105
0.0,-26.87500215,-1.87500015000001
0.0,99.37500795,49.37500395
0.0,-6.45833385,6.87500055
0.0,-95.20834095,5.20833374999999
