GTOPO30_ASPECT_reduced,x,y
-9999.0,-17.70833475,63.12500505
-9999.0,-162.70834635,-13.12500105
-9999.0,23.54166855,75.62500605
-9999.0,161.04167955,80.62500645
330.0,-68.12500545,76.45833945
350.0,122.70834315,48.54167055
-9999.0,110.20834215,14.37500115
-9999.0,-109.37500875,-23.95833525
-9999.0,-79.79167305,-23.95833525
188.0,-18.95833485,80.62500645
-9999.0,-97.70834115,1.04166675
171.0,99.37500795,52.70833755
45.0,-44.37500355,-3.12500025
-9999.0,42.70833675,-37.29166965
175.0,102.29167485,41.45833665
43.0,80.62500645,18.12500145
-9999.0,-176.87501415,-41.87500335
322.0,31.87500255,40.62500325
136.0,-21.87500175,64.79167185
-9999.0,26.04166875,78.12500625
-9999.0,101.45834145,-9.37500075
315.0,-40.62500325,69.37500555
-9999.0,-45.62500365,9.79166744999999
202.0,179.79168105,66.04167195
-9999.0,-122.70834315,-50.62500405
-9999.0,163.12501305,51.87500415
-9999.0,-149.79167865,33.95833605
-9999.0,-134.37501075,51.04167075
-9999.0,118.12500945,-50.20833735
25.0,19.37500155,66.04167195
-9999.0,-113.54167575,74.37500595
114.0,-49.37500395,-5.20833375000001
220.0,63.12500505,42.70833675
-9999.0,-62.70833835,15.62500125
326.0,-44.37500355,-8.12500065
-9999.0,-56.45833785,-46.04167035
73.0,34.37500275,64.79167185
-9999.0,-122.29167645,-34.37500275
-9999.0,78.12500625,-41.04166995
-9999.0,-158.95834605,11.87500095
-9999.0,-168.54168015,45.62500365
198.0,73.95833925,54.37500435
-9999.0,-30.20833575,-37.70833635
-9999.0,66.87500535,-46.04167035
180.0,37.29166965,64.37500515
229.0,33.95833605,10.62500085
-9999.0,97.29167445,-23.54166855
143.0,-83.95834005,11.04166755
-9999.0,161.04167955,77.29167285
-9999.0,102.70834155,-5.20833375000001
-9999.0,18.54166815,-48.54167055
-9999.0,72.70833915,-51.04167075
345.0,129.79167705,55.62500445
-9999.0,-174.79168065,23.95833525
-9999.0,41.45833665,-6.87500055
-9999.0,-128.95834365,-40.20833655
-9999.0,-145.62501165,-16.04166795
-9999.0,-30.20833575,23.12500185
125.0,53.95833765,58.95833805
357.0,-106.45834185,50.62500405
-9999.0,61.04167155,-26.04166875
-9999.0,129.37501035,30.62500245
-9999.0,73.54167255,-31.87500255
-9999.0,66.87500535,-13.12500105
-9999.0,89.79167385,10.20833415
54.0,-111.45834225,38.54166975
-9999.0,-91.04167395,-46.45833705
-9999.0,170.20834695,43.54167015
-9999.0,-17.29166805,-3.12500025
320.0,148.12501185,-24.37500195
-9999.0,101.04167475,79.79167305
211.0,172.29168045,61.04167155
