LandCover_1_Needleleaf,x,y
0.0,136.87501095,-3.12500025
0.0,101.87500815,-13.54166775
0.0,-16.04166795,73.95833925
0.0,-14.37500115,-13.95833445
0.0,-163.54167975,-33.95833605
0.0,156.04167915,50.20833735
0.0,-33.54166935,-49.37500395
100.0,138.54167775,48.12500385
0.0,87.70834035,74.79167265
0.0,-49.37500395,-29.37500235
0.0,79.79167305,80.20833975
0.0,-164.37501315,-24.37500195
0.0,-107.29167525,23.95833525
0.0,109.37500875,-15.62500125
0.0,76.45833945,23.95833525
0.0,-156.04167915,-0.208333350000004
0.0,55.20833775,-8.12500065
0.0,148.54167855,75.62500605
0.0,-111.45834225,-21.45833505
0.0,134.79167745,30.20833575
0.0,15.62500125,31.04166915
0.0,-140.62501125,-38.12500305
0.0,-12.29166765,33.12500265
52.0,140.62501125,60.62500485
0.0,-146.04167835,19.37500155
0.0,173.95834725,-43.54167015
0.0,-165.20834655,-50.20833735
0.0,119.37500955,3.12500025
0.0,20.20833495,-8.95833405
0.0,-50.62500405,78.54167295
0.0,18.12500145,8.95833404999999
0.0,-93.95834085,-19.37500155
0.0,147.29167845,31.04166915
0.0,77.70833955,23.12500185
0.0,-130.20834375,36.45833625
0.0,-155.20834575,55.62500445
0.0,131.45834385,5.20833374999999
20.0,31.87500255,63.12500505
0.0,106.04167515,48.12500385
0.0,29.37500235,-39.79166985
0.0,-83.12500665,62.29167165
0.0,135.20834415,48.95833725
12.0,115.62500925,67.29167205
0.0,111.04167555,-8.95833405
0.0,-172.70834715,40.20833655
0.0,128.95834365,78.95833965
0.0,-91.45834065,14.79166785
0.0,-143.12501145,15.62500125
0.0,84.37500675,34.37500275
0.0,115.62500925,3.95833365
0.0,177.70834755,71.45833905
0.0,108.12500865,-21.87500175
0.0,58.95833805,72.70833915
0.0,160.20834615,41.04166995
0.0,15.20833455,-12.70833435
0.0,-74.79167265,-27.29166885
0.0,39.37500315,-8.12500065
0.0,-15.62500125,80.20833975
0.0,-156.45834585,36.04166955
0.0,-144.37501155,-43.54167015
0.0,-6.45833385,60.20833815
0.0,156.45834585,72.70833915
1.0,88.54167375,71.45833905
0.0,92.70834075,-2.70833355000001
0.0,96.87500775,-28.54166895
0.0,-28.95833565,-25.62500205
0.0,120.20834295,-53.54167095
9.0,143.12501145,60.62500485
0.0,-112.29167565,-24.37500195
0.0,-177.70834755,-16.45833465
0.0,43.95833685,4.37500034999999
0.0,159.79167945,13.12500105
0.0,-160.62501285,66.45833865
0.0,65.20833855,-41.87500335
0.0,70.62500565,75.20833935
0.0,82.70833995,52.29167085
0.0,73.95833925,75.62500605
0.0,87.29167365,80.20833975
0.0,52.29167085,-47.70833715
0.0,129.37501035,-30.20833575
0.0,124.37500995,-49.79167065
0.0,178.12501425,7.29166725
0.0,83.12500665,-36.45833625
0.0,28.54166895,-27.70833555
0.0,148.95834525,22.70833515
20.0,131.04167715,51.04167075
0.0,-153.54167895,-50.62500405
0.0,138.95834445,53.95833765
0.0,-36.87500295,-43.95833685
0.0,-20.20833495,26.04166875
0.0,-43.12500345,-43.54167015
0.0,-148.54167855,-37.70833635
0.0,-143.95834485,20.20833495
0.0,51.87500415,51.87500415
0.0,91.87500735,-27.29166885
67.0,123.95834325,65.20833855
0.0,86.87500695,52.70833755
0.0,135.20834415,-49.79167065
0.0,162.70834635,9.79166744999999
0.0,140.20834455,-11.87500095
0.0,-108.95834205,-14.37500115
0.0,160.62501285,-22.29166845
0.0,-38.95833645,63.54167175
0.0,55.62500445,79.37500635
0.0,74.79167265,-54.79167105
0.0,142.70834475,-15.62500125
0.0,123.12500985,-21.45833505
0.0,-133.54167735,71.04167235
0.0,46.04167035,16.04166795
0.0,-87.29167365,75.20833935
0.0,45.62500365,47.29167045
0.0,-112.70834235,14.79166785
0.0,-49.79167065,-13.54166775
0.0,-127.70834355,48.54167055
0.0,-163.95834645,-41.04166995
0.0,-3.54166695000001,-6.87500055
0.0,62.70833835,17.29166805
0.0,103.95834165,71.04167235
0.0,-11.45833425,57.70833795
0.0,73.54167255,-26.87500215
0.0,104.37500835,-39.79166985
0.0,41.87500335,-46.45833705
0.0,62.70833835,23.54166855
0.0,150.20834535,-44.37500355
0.0,-85.20834015,-50.62500405
100.0,126.45834345,54.37500435
0.0,-27.29166885,41.87500335
0.0,-151.04167875,41.04166995
0.0,166.04167995,42.29167005
0.0,93.54167415,5.62500045
100.0,132.70834395,60.20833815
12.0,86.04167355,61.04167155
0.0,-126.04167675,-39.79166985
0.0,-103.95834165,30.20833575
0.0,-14.79166785,45.20833695
0.0,168.95834685,-21.04166835
0.0,-64.79167185,-29.37500235
0.0,-64.37500515,54.37500435
0.0,-152.29167885,-9.79166745000001
0.0,-91.45834065,-39.79166985
