"variable","percent.contribution","permutation.importance"
"bio12",7.5761,30.5566
"bio15",6.3869,14.9609
"bio2",6.6906,0.8244
"bio6",17.5661,20.3678
"bio8",20.9194,11.3657
"bio9",1.2291,5.0034
"ruggedness",37.3429,13.3945
"sand",2.2888,3.5267
