"variable","percent.contribution","permutation.importance"
"bio1",38.988,26.7478
"bio12",5.4709,8.1768
"bio15",4.0107,5.3679
"bio2",8.9223,6.5466
"bio4",14.9597,17.0518
"nitrogen",3.8904,14.6543
"ruggedness",4.7064,7.2113
"sand",10.6822,10.3152
"soc",8.3694,3.9284
