"variable","percent.contribution","permutation.importance"
"bio12",40.4061,13.8876
"bio15",0,0
"bio17",0,0
"bio2",31.1218,0
"bio4",0,0
"bio5",28.213,73.6231
"nitrogen",0,0
"ruggedness",0.2592,12.4893
"sand",0,0
"soc",0,0
