"variable","percent.contribution","permutation.importance"
"bio13",0,0
"bio15",54.4841,29.6572
"bio2",0,0
"bio4",0,0
"bio8",7.6744,6.9211
"bio9",0,0
"elevation",37.8415,63.4217
"ruggedness",0,0
"sand",0,0
"soc",0,0
