"variable","percent.contribution","permutation.importance"
"bio14",5.7491,2.2596
"bio15",5.7533,5.1076
"bio2",4.936,3.3247
"bio4",30.831,31.32
"elevation",44.9482,44.6458
"nitrogen",1.4904,6.8386
"ruggedness",1.0084,1.7863
"sand",2.1103,2.3136
"soc",3.1733,2.4037
