"variable","percent.contribution","permutation.importance"
"bio14",4.1688,9.0463
"bio15",4.1564,7.9727
"bio2",12.8751,18.3249
"bio8",0.5351,0.8388
"bio9",42.8093,26.2267
"ruggedness",31.1125,28.6629
"sand",4.3428,8.9277
