"variable","percent.contribution","permutation.importance"
"bio13",24.8963,22.2333
"bio14",25.9923,16.3232
"bio2",1.7291,2.4403
"bio4",0.6273,0.9563
"elevation",46.2645,57.8995
"nitrogen",0.0032,0.0144
"ruggedness",0,0
"sand",0.4872,0.133
"soc",0,0
