"variable","percent.contribution","permutation.importance"
"bio13",5.5434,3.8666
"bio15",7.0004,4.1033
"bio4",34.8947,31.505
"elevation",41.56,48.2072
"nitrogen",0.4522,0.5872
"ruggedness",0.8844,2.8793
"sand",1.2949,1.0126
"soc",8.3701,7.8388
