"variable","percent.contribution","permutation.importance"
"bio1",27.4392,31.7371
"bio13",0.5732,0.5264
"bio15",13.0247,1.789
"bio2",15.3375,7.9952
"bio8",3.9077,4.2878
"elevation",12.5627,21.5698
"nitrogen",15.1861,3.063
"ruggedness",3.0222,10.3545
"sand",2.107,5.5341
"soc",6.8398,13.1431
