"variable","percent.contribution","permutation.importance"
"bio12",55.4038,31.5017
"bio15",11.6146,19.1759
"bio2",6.4683,8.0712
"bio4",7.9101,19.5367
"bio8",5.9428,2.43
"elevation",1.9054,10.3459
"nitrogen",6.7656,3.7171
"ruggedness",1.6974,4.2034
"sand",2.2919,1.018
