"variable","percent.contribution","permutation.importance"
"bio14",11.4323,6.6278
"bio16",10.7981,16.2149
"bio2",2.7625,1.5072
"bio4",2.7174,7.0282
"bio9",7.4731,2.4561
"nitrogen",0.17,0
"ruggedness",35.6681,43.308
"sand",28.9785,22.8578
