"variable","percent.contribution","permutation.importance"
"bio14",0,0
"bio16",0,0
"bio2",3.1592,1.6038
"bio4",0,0
"bio6",91.9626,98.3962
"nitrogen",0,0
"ruggedness",4.156,0
"sand",0,0
"soc",0.7223,0
