"variable","percent.contribution","permutation.importance"
"bio13",2.3429,7.3449
"bio15",2.2717,1.4468
"bio17",10.8445,12.5825
"bio2",38.9041,40.4017
"bio4",30.3714,15.6984
"nitrogen",4.8844,8.3637
"ruggedness",7.6133,0
"sand",0.6549,4.0435
"soc",2.1127,10.1185
