"variable","percent.contribution","permutation.importance"
"bio13",0,0
"bio17",46.4311,51.0964
"bio2",0,0
"bio4",0,0
"bio6",51.3383,40.054
"ruggedness",0,0
"sand",2.2306,8.8496
"soc",0,0
