"variable","percent.contribution","permutation.importance"
"bio12",7.4894,7.5063
"bio15",6.0123,5.2495
"bio2",21.8725,17.696
"bio5",19.8642,28.2026
"bio8",10.8319,9.9845
"elevation",9.8061,9.637
"nitrogen",6.3298,3.5719
"ruggedness",9.0901,11.5963
"sand",2.5424,2.3473
"soc",6.1613,4.2086
