"variable","percent.contribution","permutation.importance"
"bio13",0.3116,0.7585
"bio15",3.197,0
"bio2",20.2908,11.1466
"bio4",21.3772,4.5277
"nitrogen",28.2556,58.2323
"ruggedness",20.5762,4.8286
"sand",0,0
"soc",5.9918,20.5063
