"variable","percent.contribution","permutation.importance"
"bio13",12.5307,21.7523
"bio14",10.3999,30.2935
"bio2",1.5933,2.2838
"bio4",19.1378,9.878
"bio8",9.1407,12.7228
"bio9",7.5936,19.8315
"ruggedness",39.1645,2.1714
"sand",0.3909,0.8939
"soc",0.0486,0.1729
