"variable","percent.contribution","permutation.importance"
"bio12",2.0013,5.9127
"bio2",7.6151,9.7325
"bio5",14.5121,2.7863
"bio8",19.5117,69.9392
"nitrogen",23.1737,1.6025
"ruggedness",9.9296,0
"sand",12.9049,6.8808
"soc",10.3517,3.1461
