"variable","percent.contribution","permutation.importance"
"bio13",42.8485,24.8474
"bio15",14.1528,6.6571
"bio2",3.7184,13.8971
"bio4",13.4328,22.7385
"bio8",8.676,5.8201
"nitrogen",7.1762,9.6998
"ruggedness",3.9435,5.3844
"sand",2.2216,3.6587
"soc",3.8302,7.2969
