"variable","percent.contribution","permutation.importance"
"bio14",28.8577,36.0566
"bio15",70.2426,61.2857
"bio2",0.8996,2.6577
"bio4",0,0
"nitrogen",0,0
"ruggedness",0,0
"sand",0,0
