"variable","percent.contribution","permutation.importance"
"bio14",18.6734,11.0626
"bio15",14.9888,8.2752
"bio2",14.0154,28.2179
"bio4",1.6225,9.1806
"ruggedness",10.6907,13.8895
"sand",16.6931,17.2383
"soc",23.3161,12.136
