"variable","percent.contribution","permutation.importance"
"bio1",0,0
"bio14",34.6324,47.8733
"bio15",39.9214,11.4389
"bio2",0,0
"bio4",0,0
"ruggedness",25.4461,40.6878
"sand",0,0
"soc",0,0
