"variable","percent.contribution","permutation.importance"
"bio15",0.0053,0
"bio2",0,0
"bio4",0,0
"bio8",0,0
"nitrogen",0,0
"ruggedness",27.171,18.541
"sand",58.8976,58.5109
"soc",13.9261,22.9481
