"variable","percent.contribution","permutation.importance"
"bio13",0.4629,0.0388
"bio14",4.2002,1.9466
"bio15",2.6098,2.7309
"bio4",4.9565,2.2157
"bio6",58.1229,80.0916
"nitrogen",11.0505,2.3834
"ruggedness",6.2198,2.0272
"sand",0.3144,0.0133
"soc",12.063,8.5525
