"variable","percent.contribution","permutation.importance"
"bio12",16.1015,28.2468
"bio15",5.2205,12.631
"bio17",21.1135,20.4177
"bio2",18.3718,0.0894
"bio4",14.638,20.6278
"bio8",12.0823,9.9579
"nitrogen",0.0457,1.6408
"ruggedness",0.8005,0
"sand",0.8823,1.8624
"soc",10.7438,4.5263
