"variable","percent.contribution","permutation.importance"
"bio13",0,0
"bio15",8.9997,15.0313
"bio5",2.4591,2.3998
"bio8",0,0
"elevation",88.5412,82.5689
"nitrogen",0,0
"ruggedness",0,0
"sand",0,0
"soc",0,0
