ISRICSOILGRIDS_new_average_phx10percent_reduced,x,y
57.0,16.0625,47.9375
64.0,39.0625,50.8125
74.0,121.9375,-31.4375
57.0,142.5625,61.8125
59.0,111.6875,24.9375
51.0,-113.9375,65.8125
80.0,113.4375,35.1875
77.0,119.1875,43.9375
80.0,111.6875,35.8125
74.0,-119.8125,45.3125
53.0,130.0625,64.5625
78.0,-114.8125,38.5625
62.0,131.9375,43.6875
60.0,127.1875,49.3125
50.0,128.3125,56.1875
57.0,-154.8125,62.8125
69.0,36.1875,49.1875
-9999.0,24.0625,39.0625
62.0,15.0625,51.8125
62.0,79.9375,8.8125
55.0,128.1875,35.1875
73.0,-121.1875,42.0625
61.0,116.3125,51.6875
66.0,39.4375,52.8125
69.0,42.9375,38.3125
49.0,158.3125,55.9375
56.0,98.3125,59.6875
58.0,169.4375,68.9375
51.0,12.1875,63.8125
60.0,-90.5625,33.1875
53.0,-152.8125,63.8125
-9999.0,120.3125,-34.4375
72.0,2.8125,42.1875
57.0,-138.4375,59.8125
77.0,-100.8125,20.5625
54.0,130.5625,53.8125
49.0,-63.0625,50.6875
78.0,110.4375,35.0625
62.0,27.8125,57.9375
64.0,126.6875,51.8125
58.0,90.3125,71.5625
57.0,102.9375,57.5625
53.0,114.8125,22.6875
56.0,96.9375,55.0625
50.0,58.0625,62.5625
51.0,54.9375,65.8125
54.0,128.0625,48.5625
60.0,95.5625,52.4375
79.0,-100.8125,27.9375
69.0,34.1875,48.3125
58.0,-93.4375,40.1875
-9999.0,-41.1875,64.0625
74.0,121.6875,-32.9375
51.0,-90.1875,48.5625
53.0,35.5625,55.1875
55.0,-71.8125,-43.4375
49.0,86.1875,62.4375
51.0,-76.0625,6.3125
57.0,36.9375,65.0625
60.0,100.1875,56.3125
52.0,-4.0625,56.9375
54.0,-98.9375,56.4375
51.0,68.0625,62.6875
50.0,167.4375,63.0625
65.0,66.6875,55.9375
-9999.0,23.1875,78.1875
54.0,150.3125,-22.5625
54.0,-162.1875,66.0625
-9999.0,-174.6875,64.6875
52.0,139.1875,48.3125
-9999.0,49.4375,37.5625
51.0,-4.9375,57.6875
55.0,145.1875,64.3125
59.0,95.5625,72.1875
57.0,-126.8125,66.1875
58.0,-72.0625,64.9375
51.0,82.6875,67.1875
84.0,-114.9375,37.3125
60.0,34.9375,56.8125
71.0,71.6875,36.3125
56.0,106.6875,11.0625
-9999.0,77.4375,67.6875
58.0,-75.1875,42.9375
76.0,122.8125,42.8125
49.0,-60.9375,52.9375
64.0,-81.1875,25.5625
53.0,42.8125,64.5625
-9999.0,92.9375,13.5625
76.0,115.1875,32.8125
53.0,41.9375,65.6875
69.0,22.0625,40.6875
50.0,-86.0625,53.6875
57.0,163.3125,68.6875
50.0,-71.8125,59.1875
51.0,179.0625,65.5625
73.0,-111.1875,42.0625
52.0,150.8125,60.4375
53.0,53.9375,59.3125
62.0,-92.4375,44.1875
49.0,-86.4375,31.0625
59.0,119.4375,60.9375
43.0,76.4375,64.8125
50.0,67.6875,62.1875
52.0,48.5625,69.1875
76.0,-117.8125,40.4375
60.0,103.3125,12.8125
73.0,21.1875,-33.5625
49.0,-81.4375,32.9375
66.0,148.0625,-25.3125
-9999.0,7.5625,57.9375
52.0,171.5625,61.1875
58.0,92.6875,72.4375
54.0,-61.1875,50.1875
50.0,134.5625,51.4375
72.0,93.6875,32.0625
58.0,-87.1875,37.6875
61.0,54.5625,72.9375
57.0,96.3125,18.9375
63.0,23.1875,58.5625
59.0,96.1875,50.9375
52.0,109.4375,18.9375
49.0,-136.1875,66.1875
55.0,144.3125,-37.3125
55.0,-79.5625,-3.1875
52.0,20.8125,63.0625
58.0,98.8125,51.0625
52.0,87.1875,52.8125
58.0,121.9375,54.1875
67.0,-106.5625,27.4375
56.0,162.3125,67.8125
54.0,-102.6875,58.3125
58.0,77.3125,69.0625
59.0,-139.8125,64.0625
51.0,13.3125,65.3125
53.0,-120.4375,52.6875
-9999.0,25.1875,39.4375
59.0,-117.9375,56.9375
50.0,-96.5625,59.3125
71.0,-99.0625,23.0625
76.0,135.4375,-32.8125
78.0,66.3125,34.0625
63.0,-96.1875,33.3125
48.0,23.4375,64.0625
54.0,64.5625,59.4375
50.0,97.4375,62.4375
55.0,149.9375,64.5625
50.0,-69.1875,55.5625
59.0,-93.0625,38.5625
56.0,96.8125,60.3125
51.0,36.5625,66.4375
60.0,-77.6875,39.5625
78.0,-107.5625,42.0625
-9999.0,13.5625,59.1875
54.0,-124.8125,65.5625
-9999.0,14.5625,55.9375
62.0,72.3125,34.9375
56.0,109.1875,57.3125
63.0,19.9375,53.0625
56.0,101.3125,71.6875
54.0,-3.5625,48.5625
55.0,129.1875,69.8125
54.0,-118.1875,49.8125
55.0,144.3125,64.0625
73.0,-112.8125,48.8125
55.0,61.1875,59.8125
