ISRICSOILGRIDS_new_average_bulkdensity_reduced,x,y
-9999.0,7.6875,57.9375
1117.0,99.0625,58.5625
1263.0,152.9375,-29.4375
873.0,-161.4375,69.9375
1231.0,125.0625,40.1875
1273.0,27.4375,49.5625
1305.0,117.5625,27.1875
870.0,-133.1875,58.0625
1525.0,-115.8125,31.3125
960.0,-93.3125,50.6875
1314.0,116.5625,42.4375
1063.0,68.4375,65.3125
1310.0,11.8125,55.4375
1255.0,93.1875,49.8125
962.0,58.8125,60.6875
1496.0,-104.4375,32.4375
1264.0,32.8125,48.6875
992.0,-19.0625,65.1875
1150.0,127.1875,43.0625
995.0,-108.1875,65.1875
-9999.0,45.3125,40.4375
1027.0,139.1875,53.5625
1227.0,145.5625,67.9375
1316.0,108.1875,24.9375
1096.0,119.8125,57.6875
917.0,-78.8125,49.6875
1510.0,-96.5625,28.6875
1052.0,34.9375,57.3125
921.0,102.9375,1.8125
-9999.0,144.5625,48.5625
1143.0,98.5625,50.8125
1100.0,-117.5625,65.3125
1064.0,74.1875,56.0625
1066.0,114.5625,54.6875
1005.0,-79.5625,61.8125
1061.0,89.6875,50.5625
1391.0,119.9375,41.4375
1092.0,107.8125,49.5625
1135.0,117.6875,62.8125
1475.0,119.1875,-33.3125
964.0,18.1875,63.1875
958.0,-171.8125,66.0625
975.0,-139.9375,63.3125
-9999.0,-2.1875,46.6875
1004.0,26.4375,67.5625
1090.0,125.5625,51.4375
1274.0,107.9375,33.3125
1035.0,89.6875,63.6875
1100.0,136.4375,48.0625
-9999.0,121.5625,32.1875
-9999.0,83.6875,17.9375
-9999.0,-65.1875,47.0625
1056.0,-23.8125,73.5625
956.0,164.3125,63.4375
1050.0,145.4375,65.0625
1469.0,-107.8125,43.3125
1089.0,97.5625,67.9375
-9999.0,43.6875,66.1875
990.0,-76.1875,50.4375
1256.0,5.3125,50.4375
1228.0,103.0625,20.8125
1182.0,105.0625,19.9375
1077.0,167.5625,68.6875
971.0,-111.9375,69.5625
1042.0,86.6875,53.0625
-9999.0,144.8125,-40.6875
1064.0,39.5625,62.3125
1443.0,138.5625,-32.6875
1252.0,-85.8125,46.1875
1106.0,146.4375,62.1875
-9999.0,171.1875,60.4375
1306.0,73.4375,36.5625
1494.0,134.4375,-14.9375
1113.0,96.4375,70.8125
996.0,56.4375,58.1875
893.0,-142.8125,64.4375
1031.0,-88.0625,52.8125
1037.0,139.3125,53.9375
-9999.0,-27.9375,70.0625
1118.0,106.9375,49.9375
897.0,-130.0625,61.3125
1122.0,119.8125,53.1875
1154.0,-103.5625,60.0625
992.0,-98.0625,62.1875
1050.0,-116.8125,66.3125
1089.0,-119.1875,59.8125
1355.0,-120.1875,47.0625
1108.0,34.6875,54.5625
1004.0,38.3125,61.1875
1348.0,-87.9375,30.6875
1067.0,-113.3125,46.8125
968.0,-91.6875,50.6875
1162.0,130.4375,70.8125
1552.0,-99.5625,37.1875
971.0,-65.9375,63.1875
1090.0,-124.0625,66.6875
1021.0,175.1875,68.3125
935.0,156.5625,61.3125
-9999.0,102.6875,1.1875
1361.0,-102.6875,22.5625
1407.0,27.5625,-31.4375
1296.0,152.6875,-26.3125
1313.0,101.6875,26.1875
1038.0,166.3125,61.6875
916.0,-150.1875,62.1875
992.0,133.3125,50.3125
1043.0,-131.0625,66.8125
1402.0,-107.1875,29.1875
984.0,-137.1875,62.6875
1352.0,152.1875,-24.9375
1012.0,65.0625,65.6875
1000.0,-52.6875,68.6875
994.0,31.4375,67.4375
956.0,76.9375,63.5625
-9999.0,78.0625,43.8125
954.0,-156.0625,62.3125
1285.0,104.6875,23.8125
938.0,-79.9375,50.6875
1464.0,94.9375,21.6875
1013.0,-128.4375,69.1875
1031.0,66.8125,67.3125
986.0,-75.6875,61.5625
1097.0,47.4375,54.9375
1313.0,29.8125,53.1875
975.0,-63.0625,50.6875
1373.0,-109.9375,51.8125
1144.0,152.6875,62.4375
1136.0,156.1875,63.5625
1098.0,103.8125,57.5625
1388.0,135.8125,-32.6875
1001.0,81.6875,72.9375
1040.0,-67.1875,53.0625
1297.0,124.9375,40.6875
1229.0,-82.4375,35.9375
1310.0,12.8125,48.5625
1258.0,73.9375,42.0625
1089.0,114.0625,53.9375
878.0,116.5625,-1.1875
1283.0,6.1875,47.4375
1041.0,-73.5625,54.0625
1198.0,40.5625,40.9375
1149.0,129.8125,54.4375
973.0,11.4375,60.5625
1327.0,-99.3125,20.4375
1293.0,-111.8125,37.9375
1354.0,-108.8125,44.5625
-9999.0,-55.3125,47.5625
1256.0,100.5625,28.8125
1347.0,122.6875,-33.3125
1647.0,-91.8125,31.4375
1069.0,-74.8125,53.6875
1139.0,133.9375,66.5625
-9999.0,-150.3125,59.1875
1501.0,104.8125,16.4375
1398.0,-77.0625,42.0625
1062.0,108.8125,50.5625
-9999.0,-8.9375,42.0625
1166.0,20.8125,48.8125
1250.0,-80.6875,26.8125
1396.0,116.9375,38.9375
1353.0,121.4375,29.3125
984.0,-128.8125,58.0625
-9999.0,-45.5625,61.4375
1049.0,-125.9375,53.8125
1097.0,119.8125,53.5625
966.0,-63.5625,56.6875
1045.0,40.8125,57.8125
1074.0,98.9375,2.8125
1221.0,125.3125,7.3125
958.0,-83.4375,49.1875
1204.0,122.0625,61.6875
1205.0,-100.6875,59.4375
1084.0,46.1875,62.9375
1044.0,93.9375,57.0625
992.0,-76.1875,50.8125
1097.0,118.9375,58.9375
1065.0,53.0625,64.4375
1099.0,164.6875,-20.5625
-9999.0,-49.0625,63.3125
981.0,-73.9375,46.5625
1340.0,95.9375,16.8125
1466.0,13.9375,44.9375
880.0,115.3125,-0.6875
1023.0,-100.5625,61.5625
1236.0,118.9375,26.5625
1035.0,82.6875,58.1875
917.0,-151.5625,67.9375
1063.0,172.5625,68.8125
1170.0,-64.9375,46.1875
993.0,60.8125,66.0625
1536.0,-84.5625,41.8125
1280.0,93.8125,49.6875
1138.0,113.5625,0.4375
1384.0,14.1875,52.1875
1196.0,42.5625,43.4375
1136.0,149.1875,63.6875
1036.0,-104.1875,64.9375
1529.0,-105.1875,35.3125
1068.0,115.0625,53.8125
856.0,-87.6875,49.0625
945.0,80.5625,62.1875
1266.0,27.4375,53.9375
1499.0,-109.3125,47.4375
892.0,-145.3125,67.6875
1048.0,-127.5625,59.1875
1348.0,106.5625,35.8125
992.0,78.8125,64.4375
1153.0,-73.5625,-37.8125
925.0,165.8125,62.9375
1040.0,35.1875,57.0625
1075.0,112.6875,58.6875
1029.0,-91.3125,56.8125
981.0,-69.8125,-53.6875
1150.0,132.0625,45.5625
1234.0,104.6875,20.8125
995.0,-118.5625,68.0625
1005.0,-103.3125,64.9375
945.0,166.3125,62.8125
1467.0,-106.6875,41.5625
995.0,-151.6875,64.8125
1109.0,-113.3125,59.0625
1167.0,28.3125,57.4375
1091.0,102.8125,73.5625
1215.0,126.6875,61.4375
1001.0,-75.0625,50.6875
1107.0,137.5625,57.6875
1108.0,83.6875,57.4375
1192.0,-100.0625,19.5625
970.0,15.9375,68.0625
1465.0,106.0625,37.4375
1196.0,-1.4375,54.0625
1412.0,-81.4375,38.5625
1586.0,-85.8125,31.3125
1352.0,123.4375,-33.5625
1029.0,-115.9375,54.3125
1106.0,78.5625,61.3125
1429.0,144.4375,-36.0625
1408.0,116.5625,30.1875
1219.0,141.3125,-38.1875
1058.0,-96.4375,61.3125
978.0,142.6875,53.1875
955.0,-61.3125,55.5625
961.0,165.6875,63.1875
1121.0,34.0625,53.4375
1267.0,147.1875,-41.6875
1290.0,87.0625,27.0625
1026.0,69.0625,58.5625
1144.0,-121.5625,44.6875
1315.0,-103.6875,18.8125
989.0,-76.3125,60.8125
1079.0,-91.1875,53.3125
-9999.0,175.9375,64.8125
1097.0,142.5625,64.8125
1423.0,28.5625,-27.9375
1009.0,18.3125,64.8125
1313.0,22.9375,39.3125
1513.0,-95.3125,34.6875
1214.0,-106.8125,40.1875
1081.0,114.8125,59.0625
-9999.0,-121.8125,65.8125
1179.0,103.3125,61.3125
1006.0,-76.9375,57.9375
1086.0,47.1875,56.4375
1360.0,111.9375,34.0625
874.0,115.3125,-1.6875
1084.0,-129.3125,60.0625
1114.0,78.0625,59.4375
1178.0,134.8125,61.9375
1341.0,45.0625,39.8125
1048.0,68.6875,62.8125
1065.0,22.5625,46.8125
1154.0,15.5625,59.0625
1100.0,88.5625,74.0625
1204.0,150.4375,-35.1875
1184.0,127.3125,62.3125
1007.0,16.6875,63.4375
995.0,-134.4375,62.3125
1039.0,-68.9375,54.5625
1247.0,26.0625,59.3125
963.0,-86.6875,51.4375
-9999.0,-43.1875,63.0625
1076.0,87.6875,71.1875
972.0,-52.4375,67.0625
1159.0,-1.9375,50.6875
