ISRICSOILGRIDS_new_average_coarsefragmentpercent_reduced,x,y
4.0,141.9375,51.9375
10.0,4.9375,45.0625
16.0,-78.6875,-0.0625
5.0,-92.8125,57.0625
4.0,87.1875,52.0625
16.0,-117.0625,48.4375
13.0,-103.9375,44.3125
16.0,96.4375,68.6875
4.0,-83.9375,39.9375
21.0,15.1875,68.4375
16.0,15.3125,61.9375
-9999.0,-159.9375,58.6875
-9999.0,35.9375,34.5625
-9999.0,-46.5625,61.1875
1.0,63.0625,64.8125
5.0,107.8125,-7.5625
4.0,-82.3125,33.3125
13.0,-120.3125,47.3125
-9999.0,-45.1875,62.3125
10.0,119.3125,31.6875
24.0,96.1875,31.4375
14.0,20.6875,41.3125
5.0,-108.0625,54.4375
5.0,-108.8125,66.0625
13.0,124.3125,41.6875
-9999.0,18.0625,77.4375
6.0,-69.3125,56.0625
18.0,91.8125,69.0625
3.0,121.0625,49.5625
15.0,135.1875,65.6875
26.0,-131.8125,56.9375
13.0,6.0625,36.4375
1.0,125.1875,64.4375
8.0,31.4375,-27.0625
19.0,-5.6875,41.3125
1.0,96.9375,58.8125
6.0,-92.6875,38.5625
15.0,13.4375,43.0625
16.0,110.5625,38.0625
18.0,79.6875,43.3125
5.0,-158.3125,58.9375
11.0,-122.3125,52.5625
5.0,-113.3125,69.9375
-9999.0,49.4375,37.6875
-9999.0,100.6875,36.5625
2.0,40.5625,48.1875
7.0,121.6875,59.8125
26.0,101.9375,31.9375
2.0,68.0625,64.0625
-9999.0,121.6875,23.8125
5.0,111.9375,2.6875
13.0,109.3125,47.5625
2.0,106.0625,-1.8125
8.0,89.3125,64.5625
3.0,-77.1875,44.5625
1.0,57.3125,63.1875
7.0,115.1875,28.3125
18.0,-110.9375,42.5625
6.0,-101.6875,57.1875
5.0,-108.6875,45.5625
3.0,88.1875,70.0625
5.0,-106.0625,44.1875
1.0,-130.6875,69.4375
1.0,89.4375,61.5625
5.0,-99.9375,58.0625
34.0,-109.8125,29.4375
5.0,-107.1875,63.0625
-9999.0,-155.4375,70.3125
15.0,9.0625,36.6875
8.0,135.3125,46.8125
2.0,121.9375,48.9375
-9999.0,-81.6875,45.0625
7.0,-80.3125,48.3125
1.0,90.8125,62.1875
-9999.0,-76.3125,35.1875
9.0,120.5625,27.4375
8.0,35.6875,-0.5625
31.0,-124.0625,48.5625
6.0,-116.3125,57.6875
4.0,117.8125,33.6875
1.0,101.6875,60.1875
2.0,177.1875,65.3125
6.0,-114.5625,52.0625
17.0,-124.6875,55.1875
-9999.0,34.3125,36.5625
-9999.0,156.0625,52.9375
1.0,66.6875,61.3125
23.0,25.3125,71.0625
-9999.0,122.4375,30.0625
6.0,112.4375,49.0625
12.0,105.6875,11.3125
13.0,-106.4375,42.1875
7.0,-91.1875,64.9375
13.0,140.3125,60.3125
19.0,92.5625,68.5625
8.0,141.1875,59.6875
8.0,-119.6875,43.1875
8.0,91.0625,52.9375
2.0,116.8125,61.1875
8.0,171.8125,67.8125
14.0,109.6875,28.9375
5.0,-83.1875,34.3125
3.0,138.0625,51.1875
-9999.0,74.1875,69.0625
0.0,55.0625,60.0625
16.0,-134.0625,61.1875
9.0,-100.0625,28.4375
17.0,-128.5625,63.5625
3.0,135.1875,56.9375
-9999.0,42.6875,66.5625
-9999.0,28.8125,43.8125
3.0,-82.4375,42.9375
7.0,47.0625,-24.4375
16.0,109.9375,30.4375
5.0,35.1875,-9.6875
11.0,159.0625,65.1875
7.0,145.3125,-5.9375
8.0,-64.5625,47.8125
2.0,131.8125,61.9375
17.0,14.0625,46.8125
6.0,-108.3125,35.4375
4.0,57.4375,68.1875
3.0,59.3125,55.5625
5.0,3.5625,50.8125
9.0,24.1875,69.9375
10.0,-63.5625,50.4375
5.0,133.9375,57.6875
14.0,104.8125,16.6875
9.0,95.8125,52.0625
22.0,-113.6875,39.3125
1.0,-87.4375,30.6875
3.0,126.8125,61.0625
14.0,137.5625,64.5625
5.0,-107.1875,53.8125
-9999.0,-90.9375,47.1875
17.0,-130.3125,57.6875
19.0,105.1875,24.0625
15.0,114.0625,39.6875
12.0,25.3125,41.6875
6.0,120.4375,56.0625
18.0,-126.3125,52.1875
10.0,-80.9375,39.5625
13.0,-100.0625,23.9375
6.0,101.5625,-2.4375
8.0,78.0625,44.1875
11.0,-83.1875,37.9375
25.0,-111.1875,45.4375
12.0,126.6875,42.5625
-9999.0,-160.1875,55.5625
12.0,137.6875,-32.5625
-9999.0,169.3125,69.9375
2.0,80.4375,68.5625
6.0,35.5625,63.6875
6.0,-75.9375,52.6875
10.0,24.6875,67.5625
2.0,83.9375,63.3125
9.0,121.5625,16.0625
4.0,22.5625,52.4375
18.0,14.6875,66.9375
4.0,109.0625,50.6875
26.0,-105.8125,27.6875
13.0,-74.4375,4.8125
0.0,-97.5625,27.6875
5.0,-115.3125,63.4375
6.0,122.0625,41.4375
15.0,130.5625,33.6875
16.0,92.9375,68.4375
2.0,50.5625,65.8125
6.0,32.3125,48.9375
3.0,126.3125,49.8125
11.0,-1.9375,52.0625
0.0,105.1875,-2.8125
-9999.0,145.1875,43.0625
3.0,103.4375,52.4375
4.0,123.6875,42.5625
-9999.0,104.6875,0.9375
9.0,169.1875,64.9375
6.0,-98.1875,29.3125
14.0,110.3125,36.5625
5.0,110.0625,23.3125
-9999.0,120.1875,26.3125
6.0,-91.4375,54.5625
-9999.0,14.4375,58.0625
3.0,31.5625,54.5625
0.0,76.3125,57.8125
8.0,32.9375,49.3125
8.0,145.5625,-33.9375
6.0,19.3125,53.6875
16.0,-111.0625,32.0625
10.0,-92.3125,50.5625
4.0,145.4375,-7.5625
14.0,105.8125,31.0625
2.0,31.5625,47.0625
11.0,93.9375,24.4375
2.0,-138.0625,68.9375
1.0,68.9375,68.4375
14.0,7.1875,51.1875
2.0,-85.0625,34.4375
11.0,149.4375,-31.1875
9.0,140.3125,-31.9375
7.0,-77.4375,41.0625
9.0,-115.5625,48.3125
-9999.0,21.6875,36.9375
11.0,113.0625,38.1875
8.0,122.6875,39.6875
10.0,-74.4375,44.5625
2.0,127.6875,63.4375
21.0,95.0625,15.8125
-9999.0,129.6875,32.6875
9.0,-85.9375,50.5625
2.0,111.5625,58.1875
-9999.0,31.8125,60.5625
-9999.0,-30.0625,68.5625
4.0,41.3125,48.4375
3.0,94.0625,62.5625
9.0,-76.6875,49.8125
5.0,-129.5625,67.9375
8.0,20.4375,53.5625
18.0,-101.9375,28.9375
10.0,-155.1875,60.3125
10.0,142.9375,-33.3125
3.0,-85.9375,37.5625
17.0,20.1875,68.8125
5.0,103.8125,70.4375
25.0,-127.4375,53.8125
2.0,132.0625,54.5625
10.0,141.9375,39.5625
3.0,20.6875,44.4375
0.0,19.1875,45.1875
11.0,114.3125,24.1875
10.0,29.1875,67.3125
32.0,98.6875,28.8125
3.0,117.4375,59.8125
6.0,45.3125,67.9375
16.0,-129.9375,59.4375
6.0,-111.1875,65.9375
9.0,-74.6875,41.1875
4.0,38.1875,55.0625
19.0,-115.4375,43.4375
24.0,-120.1875,41.4375
8.0,-82.0625,47.5625
2.0,-146.3125,66.4375
1.0,104.9375,52.6875
1.0,112.5625,-7.3125
-9999.0,-55.0625,46.9375
6.0,105.6875,50.0625
22.0,-123.8125,40.1875
3.0,-97.0625,50.5625
0.0,-90.0625,40.1875
6.0,132.8125,44.5625
8.0,121.4375,52.4375
0.0,63.3125,59.6875
1.0,68.0625,69.9375
6.0,28.6875,48.6875
6.0,-104.9375,63.8125
9.0,10.3125,49.1875
-9999.0,32.4375,60.5625
8.0,-91.1875,48.9375
25.0,-7.4375,41.3125
24.0,100.4375,22.5625
24.0,100.9375,27.4375
14.0,-78.9375,46.0625
3.0,166.5625,62.3125
11.0,120.8125,43.6875
2.0,104.0625,57.5625
10.0,-139.8125,61.5625
9.0,108.6875,11.1875
6.0,-124.3125,63.0625
3.0,15.6875,44.9375
6.0,28.3125,-32.1875
1.0,42.6875,52.9375
8.0,-173.5625,66.4375
0.0,82.3125,52.3125
3.0,115.5625,50.6875
-9999.0,-66.1875,48.0625
3.0,131.6875,52.6875
14.0,-1.0625,50.9375
3.0,-94.6875,62.6875
10.0,-76.3125,64.4375
22.0,103.6875,26.8125
7.0,-63.4375,55.9375
17.0,-3.5625,34.6875
-9999.0,35.8125,61.3125
27.0,70.8125,41.9375
0.0,129.3125,50.9375
1.0,106.6875,60.6875
13.0,94.4375,66.5625
20.0,143.1875,43.3125
18.0,-159.6875,65.1875
2.0,134.3125,-12.0625
13.0,-136.5625,67.1875
6.0,-104.1875,56.1875
4.0,126.8125,51.1875
4.0,170.6875,61.0625
1.0,70.5625,71.4375
37.0,80.9375,30.4375
21.0,-148.0625,68.5625
6.0,-121.3125,51.3125
3.0,147.9375,-32.0625
23.0,-121.0625,48.0625
17.0,117.5625,26.9375
-9999.0,-79.5625,42.6875
10.0,-94.4375,36.9375
5.0,128.1875,62.1875
13.0,125.6875,56.3125
4.0,127.0625,51.5625
8.0,-112.8125,63.5625
3.0,-68.0625,58.0625
16.0,-107.0625,37.3125
15.0,104.3125,34.0625
0.0,55.0625,59.1875
2.0,-97.9375,45.0625
1.0,85.6875,71.6875
21.0,151.3125,61.1875
5.0,48.3125,66.9375
2.0,143.0625,66.4375
21.0,-138.3125,64.5625
6.0,-85.4375,49.1875
1.0,56.1875,61.1875
6.0,-151.4375,60.0625
5.0,-120.0625,59.5625
14.0,149.1875,-37.4375
3.0,-100.3125,60.6875
-9999.0,-177.4375,65.3125
4.0,-122.4375,64.6875
8.0,88.9375,65.9375
1.0,101.5625,58.8125
1.0,44.4375,-20.1875
15.0,-8.5625,53.0625
4.0,-159.5625,65.8125
1.0,69.3125,68.0625
6.0,138.5625,50.9375
8.0,152.3125,59.9375
31.0,99.3125,34.5625
1.0,125.9375,62.5625
4.0,134.3125,56.8125
2.0,68.8125,63.4375
11.0,23.9375,61.9375
11.0,124.0625,42.1875
10.0,33.8125,64.5625
15.0,119.3125,26.8125
14.0,118.4375,9.6875
12.0,28.1875,66.5625
5.0,124.1875,62.0625
-9999.0,121.1875,39.0625
12.0,128.9375,43.3125
6.0,123.0625,43.5625
11.0,-91.8125,48.5625
-9999.0,-130.0625,53.1875
6.0,-159.8125,69.4375
8.0,-106.3125,49.3125
3.0,99.8125,59.1875
5.0,118.1875,36.8125
-9999.0,139.9375,74.8125
15.0,-113.8125,43.4375
-9999.0,108.3125,10.8125
7.0,103.3125,38.8125
7.0,-68.1875,53.9375
2.0,99.5625,62.1875
20.0,142.1875,62.0625
23.0,99.6875,24.3125
0.0,52.0625,58.4375
5.0,-79.5625,44.1875
4.0,124.1875,-9.8125
12.0,142.8125,-5.6875
6.0,128.9375,47.9375
4.0,57.9375,53.3125
5.0,95.3125,73.4375
5.0,24.6875,54.4375
-9999.0,133.6875,42.8125
16.0,-104.0625,43.9375
18.0,113.6875,36.1875
3.0,56.9375,67.3125
8.0,-71.1875,60.0625
3.0,-108.1875,45.4375
6.0,33.8125,56.1875
18.0,100.9375,6.1875
0.0,61.5625,55.5625
9.0,-121.0625,55.9375
23.0,71.4375,41.6875
14.0,11.6875,60.1875
2.0,-75.5625,44.5625
8.0,-60.0625,54.1875
-9999.0,-64.0625,45.3125
2.0,68.5625,61.5625
9.0,120.9375,18.3125
-9999.0,-82.4375,41.8125
14.0,-6.3125,33.3125
5.0,124.0625,49.5625
11.0,0.8125,43.6875
-9999.0,157.8125,61.5625
16.0,11.9375,60.9375
15.0,-28.1875,70.6875
32.0,-102.6875,29.5625
13.0,-126.3125,57.5625
1.0,133.0625,52.8125
15.0,-125.5625,56.4375
20.0,-113.9375,46.6875
-9999.0,119.8125,10.8125
3.0,110.0625,22.5625
3.0,67.5625,66.5625
8.0,150.4375,60.5625
6.0,29.3125,-31.5625
4.0,-127.1875,67.3125
1.0,56.1875,54.1875
14.0,0.3125,40.5625
1.0,-91.6875,43.4375
4.0,29.8125,52.8125
2.0,-112.5625,42.9375
22.0,-123.8125,42.3125
12.0,147.1875,-8.6875
6.0,107.9375,-7.1875
16.0,-100.5625,24.6875
2.0,73.8125,65.8125
-9999.0,92.9375,20.1875
15.0,13.6875,37.5625
0.0,49.1875,61.4375
12.0,-101.9375,26.4375
5.0,18.3125,48.1875
5.0,127.1875,48.4375
1.0,130.1875,52.4375
15.0,5.6875,49.8125
8.0,-52.1875,67.6875
31.0,-141.1875,61.1875
3.0,-117.4375,62.0625
5.0,56.3125,58.9375
0.0,118.1875,64.3125
3.0,100.5625,74.1875
18.0,-73.1875,42.5625
2.0,78.9375,56.6875
4.0,94.3125,72.3125
-9999.0,-61.8125,57.3125
16.0,-129.3125,63.1875
0.0,-95.6875,29.4375
12.0,105.1875,34.8125
-9999.0,126.8125,33.1875
14.0,-111.0625,46.0625
16.0,-60.5625,50.4375
9.0,-94.3125,50.3125
26.0,-113.5625,35.3125
8.0,-121.6875,56.5625
9.0,-1.4375,47.1875
7.0,-75.3125,6.4375
13.0,163.8125,64.6875
22.0,101.0625,20.4375
4.0,26.8125,49.3125
5.0,-113.6875,63.0625
6.0,31.3125,-27.8125
1.0,56.5625,65.1875
19.0,-78.3125,-1.3125
5.0,-105.4375,65.3125
1.0,79.5625,56.8125
10.0,-86.4375,33.8125
1.0,41.1875,50.8125
2.0,110.5625,-1.1875
14.0,-130.9375,58.5625
21.0,-153.5625,57.3125
3.0,-133.3125,66.8125
0.0,-106.4375,50.6875
12.0,102.5625,49.1875
0.0,82.6875,57.9375
0.0,108.5625,51.1875
-9999.0,130.0625,-11.9375
10.0,-72.8125,41.3125
10.0,88.3125,69.1875
-9999.0,-60.6875,55.9375
13.0,139.3125,59.6875
-9999.0,-140.0625,60.8125
15.0,-137.8125,60.8125
3.0,112.3125,60.8125
10.0,114.3125,23.4375
-9999.0,24.4375,37.9375
10.0,109.0625,11.9375
14.0,-137.4375,60.6875
21.0,-71.9375,-35.5625
8.0,-107.1875,36.8125
4.0,108.5625,64.4375
6.0,23.9375,47.1875
4.0,-75.3125,67.9375
4.0,81.8125,72.5625
16.0,104.5625,37.3125
8.0,108.3125,40.9375
2.0,84.9375,68.8125
0.0,48.4375,59.6875
12.0,167.1875,65.1875
-9999.0,-72.6875,-41.0625
4.0,114.5625,33.1875
9.0,17.6875,54.1875
16.0,-118.5625,35.4375
4.0,28.6875,-25.5625
21.0,91.1875,46.8125
3.0,127.0625,47.9375
11.0,121.0625,37.3125
11.0,129.5625,69.1875
8.0,-119.6875,48.0625
9.0,-115.4375,66.8125
22.0,104.5625,22.6875
37.0,99.3125,29.8125
19.0,-131.6875,56.6875
4.0,-83.0625,49.1875
1.0,70.4375,71.3125
-9999.0,153.4375,-27.9375
10.0,175.3125,62.6875
11.0,157.8125,63.3125
8.0,-137.0625,67.4375
19.0,-101.5625,18.4375
1.0,55.9375,67.1875
1.0,-104.8125,42.5625
7.0,118.8125,55.5625
24.0,91.8125,69.8125
7.0,-115.1875,58.8125
15.0,19.1875,43.6875
10.0,120.1875,-30.5625
20.0,-123.4375,42.9375
3.0,-85.9375,35.8125
-9999.0,-82.5625,63.6875
2.0,48.1875,54.4375
14.0,-71.1875,47.5625
11.0,150.8125,-25.0625
-9999.0,130.1875,30.3125
3.0,-70.9375,59.8125
3.0,171.5625,68.6875
16.0,146.9375,66.0625
5.0,67.5625,67.9375
-9999.0,-121.6875,65.0625
8.0,137.0625,-31.8125
15.0,-72.5625,-50.4375
10.0,-73.6875,-42.4375
-9999.0,-19.6875,74.8125
13.0,138.4375,59.1875
10.0,104.6875,70.4375
18.0,142.0625,61.0625
0.0,132.9375,-11.8125
-9999.0,-176.3125,65.3125
4.0,-89.5625,33.6875
7.0,101.9375,65.3125
17.0,-2.8125,51.9375
6.0,-98.9375,23.9375
16.0,18.8125,64.3125
2.0,-158.0625,63.1875
-9999.0,8.3125,54.4375
11.0,24.8125,62.0625
12.0,21.1875,50.8125
11.0,-101.6875,21.0625
2.0,101.3125,62.1875
14.0,139.4375,60.9375
0.0,78.9375,55.5625
-9999.0,19.4375,59.8125
5.0,90.9375,52.8125
5.0,36.4375,49.6875
9.0,-112.8125,36.4375
26.0,98.5625,31.4375
5.0,116.9375,36.9375
1.0,55.1875,65.3125
15.0,-68.4375,49.5625
14.0,134.0625,35.1875
6.0,21.0625,54.1875
5.0,83.8125,51.6875
4.0,47.0625,55.0625
10.0,169.1875,62.9375
3.0,-81.1875,31.9375
3.0,141.5625,-16.4375
2.0,63.8125,67.3125
18.0,-117.1875,44.5625
-9999.0,25.5625,39.9375
12.0,106.4375,39.0625
4.0,124.1875,49.5625
20.0,-117.8125,51.5625
0.0,80.3125,53.9375
3.0,53.0625,66.3125
16.0,-6.1875,42.4375
-9999.0,-35.1875,66.3125
3.0,46.3125,55.3125
16.0,-0.1875,42.9375
-9999.0,-55.5625,52.1875
2.0,85.0625,67.8125
11.0,112.4375,33.1875
7.0,109.0625,55.1875
21.0,-136.9375,58.6875
5.0,116.3125,51.4375
18.0,-130.6875,53.9375
1.0,106.6875,58.5625
26.0,-113.6875,45.8125
2.0,145.1875,-15.4375
-9999.0,-96.5625,64.8125
8.0,144.5625,66.3125
7.0,13.6875,53.5625
23.0,92.4375,31.4375
1.0,84.5625,69.3125
4.0,-103.4375,62.8125
1.0,63.6875,68.5625
17.0,-160.8125,63.1875
5.0,145.8125,-5.9375
5.0,41.8125,66.0625
8.0,26.5625,57.4375
7.0,25.9375,57.4375
-9999.0,-163.8125,54.5625
6.0,-72.3125,51.9375
1.0,-104.0625,45.3125
9.0,126.9375,35.3125
20.0,95.0625,19.3125
0.0,61.8125,55.3125
22.0,117.6875,8.9375
6.0,-77.4375,50.4375
5.0,-89.0625,34.6875
20.0,103.3125,20.3125
13.0,16.9375,43.6875
-9999.0,160.1875,60.4375
16.0,-116.6875,45.8125
5.0,-118.4375,59.5625
-9999.0,23.3125,58.9375
-9999.0,-73.4375,-44.5625
15.0,123.5625,-16.1875
1.0,-105.1875,45.5625
12.0,112.5625,23.9375
-9999.0,-67.6875,69.5625
28.0,96.0625,19.9375
3.0,-66.4375,57.6875
-9999.0,143.4375,52.4375
14.0,116.3125,-25.0625
17.0,108.6875,25.9375
1.0,97.4375,56.5625
9.0,-65.0625,51.3125
13.0,11.3125,42.9375
7.0,35.8125,64.1875
19.0,-113.0625,48.3125
20.0,99.4375,14.4375
7.0,27.5625,64.6875
16.0,-7.4375,52.1875
3.0,-93.5625,64.0625
17.0,105.8125,23.9375
7.0,-159.5625,63.5625
17.0,-2.6875,56.8125
3.0,-106.3125,45.6875
-9999.0,111.5625,-3.0625
18.0,15.6875,66.6875
23.0,-115.0625,47.5625
12.0,144.8125,-37.5625
21.0,139.6875,62.9375
-9999.0,-93.0625,58.4375
16.0,-121.6875,55.1875
29.0,100.1875,31.4375
2.0,83.4375,62.1875
23.0,84.1875,46.4375
3.0,44.0625,62.9375
4.0,41.3125,62.0625
3.0,-117.1875,57.5625
7.0,-67.8125,64.8125
1.0,110.8125,62.6875
3.0,150.8125,66.1875
9.0,11.1875,60.3125
-9999.0,-56.6875,47.5625
17.0,110.1875,27.0625
0.0,73.0625,56.8125
1.0,97.4375,62.0625
21.0,93.4375,27.1875
2.0,80.1875,60.6875
4.0,-99.9375,66.0625
5.0,-79.3125,37.3125
5.0,74.9375,62.1875
15.0,-127.3125,57.4375
5.0,30.5625,47.3125
10.0,175.6875,62.4375
6.0,-110.5625,49.6875
12.0,-91.5625,16.5625
8.0,117.4375,43.5625
5.0,-65.8125,57.8125
1.0,66.4375,55.9375
2.0,60.5625,55.3125
14.0,32.5625,41.0625
2.0,19.6875,46.8125
7.0,-50.6875,65.0625
19.0,44.1875,42.8125
2.0,83.9375,64.8125
1.0,100.8125,57.6875
18.0,28.5625,37.0625
13.0,18.4375,-31.4375
1.0,-157.6875,63.6875
14.0,28.1875,-29.5625
21.0,-7.5625,41.5625
2.0,36.5625,52.4375
19.0,-109.3125,38.0625
6.0,-120.4375,62.0625
7.0,149.1875,-22.1875
10.0,-77.0625,48.6875
4.0,-107.5625,68.3125
9.0,-139.3125,68.5625
1.0,66.8125,55.8125
4.0,100.4375,73.0625
5.0,81.8125,72.6875
23.0,101.9375,24.4375
3.0,104.5625,1.1875
5.0,92.8125,59.5625
16.0,38.8125,40.1875
0.0,-96.9375,47.6875
23.0,93.1875,25.1875
2.0,97.4375,56.9375
3.0,129.1875,60.0625
15.0,110.0625,1.4375
15.0,115.0625,-29.9375
15.0,22.6875,41.5625
9.0,91.4375,67.4375
23.0,-104.0625,29.8125
13.0,-134.6875,63.4375
2.0,75.3125,70.4375
14.0,-72.0625,43.0625
17.0,28.0625,39.1875
25.0,-156.6875,56.9375
2.0,85.1875,69.3125
7.0,21.3125,49.8125
1.0,-132.4375,69.1875
25.0,-122.3125,42.8125
7.0,-137.5625,67.5625
20.0,94.8125,22.3125
13.0,165.5625,67.8125
10.0,-72.6875,-39.0625
13.0,92.6875,26.9375
16.0,-63.8125,65.1875
17.0,54.4375,72.8125
14.0,-70.6875,-34.1875
3.0,148.4375,-32.1875
9.0,35.8125,40.9375
5.0,-74.9375,60.1875
8.0,94.1875,51.6875
4.0,124.8125,49.4375
4.0,-92.4375,34.6875
11.0,105.9375,14.9375
12.0,122.3125,-31.1875
9.0,139.0625,53.5625
4.0,38.0625,60.3125
2.0,-66.9375,57.5625
9.0,150.6875,63.3125
0.0,-92.8125,41.5625
11.0,140.4375,-32.0625
11.0,124.3125,42.0625
5.0,175.3125,64.0625
6.0,-89.4375,48.4375
10.0,147.4375,-41.8125
2.0,44.3125,58.4375
9.0,148.3125,67.4375
2.0,53.0625,62.1875
3.0,-129.0625,69.0625
3.0,-87.3125,34.4375
7.0,-108.1875,66.1875
8.0,25.8125,69.0625
19.0,121.6875,-32.1875
3.0,105.0625,61.5625
6.0,37.1875,62.3125
5.0,96.1875,63.1875
16.0,119.6875,-32.9375
3.0,27.8125,51.6875
10.0,113.6875,35.4375
12.0,15.1875,49.8125
5.0,36.3125,-9.5625
25.0,-118.0625,42.1875
5.0,87.5625,65.1875
3.0,94.0625,57.0625
14.0,150.0625,-31.8125
0.0,93.1875,57.0625
21.0,71.0625,33.9375
-9999.0,-86.6875,42.9375
1.0,85.3125,71.4375
3.0,44.3125,61.0625
8.0,-77.1875,51.3125
4.0,-94.0625,53.4375
-9999.0,109.1875,53.9375
10.0,-91.9375,46.9375
17.0,-24.1875,69.4375
2.0,-97.5625,62.6875
11.0,-151.3125,61.8125
9.0,-64.4375,53.4375
9.0,-158.9375,58.8125
2.0,102.0625,61.1875
12.0,131.3125,-27.9375
1.0,62.4375,65.3125
6.0,140.9375,-17.0625
3.0,116.0625,52.8125
2.0,86.1875,55.8125
16.0,4.4375,47.4375
3.0,-114.6875,63.8125
3.0,-108.1875,68.5625
22.0,-72.4375,-36.5625
13.0,-5.8125,35.3125
14.0,1.4375,49.9375
16.0,103.6875,27.1875
14.0,-107.3125,41.4375
-9999.0,114.6875,-8.4375
3.0,77.6875,62.8125
2.0,-111.1875,47.4375
2.0,99.3125,72.0625
4.0,-107.5625,53.9375
3.0,142.6875,53.3125
6.0,123.8125,49.9375
23.0,94.5625,26.5625
17.0,-125.3125,57.4375
9.0,111.6875,49.3125
0.0,72.4375,56.9375
13.0,-138.1875,63.5625
7.0,-82.0625,40.6875
3.0,-156.5625,63.8125
3.0,119.0625,58.5625
21.0,-71.9375,-42.6875
9.0,157.1875,53.9375
8.0,103.3125,49.3125
3.0,-95.1875,29.0625
2.0,54.3125,60.9375
11.0,150.5625,-29.6875
2.0,108.9375,58.3125
6.0,-78.1875,51.0625
5.0,105.0625,10.9375
3.0,174.1875,65.8125
16.0,47.3125,35.8125
15.0,54.6875,36.6875
10.0,-80.0625,48.1875
-9999.0,-100.0625,52.1875
7.0,16.1875,53.4375
11.0,149.6875,-30.9375
23.0,-104.1875,27.3125
4.0,-81.0625,34.5625
-9999.0,50.9375,39.0625
16.0,13.0625,64.3125
4.0,123.0625,60.4375
6.0,147.4375,-34.1875
0.0,78.6875,57.9375
13.0,-71.0625,48.0625
9.0,-73.9375,52.5625
5.0,-85.6875,46.3125
-9999.0,-80.6875,42.0625
2.0,-149.9375,70.1875
11.0,27.5625,41.0625
5.0,111.5625,53.6875
3.0,47.4375,54.5625
1.0,99.8125,54.4375
3.0,46.9375,54.5625
16.0,129.5625,66.0625
10.0,-73.1875,5.9375
15.0,137.4375,64.1875
4.0,22.5625,48.4375
2.0,44.6875,55.5625
17.0,120.1875,41.6875
4.0,108.1875,50.0625
18.0,7.3125,60.4375
17.0,-7.6875,53.0625
10.0,133.5625,53.3125
15.0,139.4375,-32.5625
-9999.0,46.6875,-25.1875
7.0,-86.1875,53.1875
