GTOPO30_ELEVATION,x,y
2053.0,-47.0625,62.4375
1805.0,-42.6875,63.4375
672.0,117.3125,40.8125
653.0,19.5625,49.0625
1454.0,27.8125,-26.5625
642.0,-139.8125,65.9375
1055.0,146.9375,-8.5625
1707.0,131.6875,64.5625
138.0,-86.5625,53.6875
378.0,29.5625,67.0625
183.0,152.5625,63.1875
1754.0,95.6875,48.6875
145.0,-74.6875,59.3125
14.0,174.1875,69.6875
92.0,126.5625,36.5625
380.0,53.3125,72.3125
379.0,-123.1875,43.5625
-9999.0,178.0625,64.5625
199.0,-91.0625,39.6875
550.0,-141.9375,66.9375
185.0,135.0625,60.9375
313.0,-95.0625,38.1875
120.0,-152.5625,58.3125
441.0,121.5625,60.3125
151.0,54.6875,60.5625
282.0,-146.0625,67.1875
544.0,117.5625,-8.6875
60.0,145.1875,43.1875
82.0,87.5625,66.9375
1846.0,-100.3125,23.8125
1696.0,-129.5625,64.8125
420.0,23.4375,70.4375
49.0,142.9375,49.8125
384.0,-118.5625,67.3125
1217.0,-120.4375,51.6875
1489.0,27.6875,-26.8125
455.0,15.5625,47.0625
44.0,79.1875,59.9375
26.0,-1.3125,50.9375
307.0,104.3125,28.8125
1230.0,109.3125,52.6875
63.0,-95.0625,62.5625
219.0,33.3125,54.5625
128.0,24.6875,66.5625
122.0,-66.5625,46.3125
1423.0,150.9375,61.1875
-9999.0,-66.9375,-55.5625
372.0,-92.1875,37.5625
48.0,142.9375,-7.6875
1008.0,125.3125,57.3125
1916.0,-114.0625,38.3125
130.0,-86.4375,54.1875
-9999.0,170.8125,69.1875
194.0,-173.6875,64.9375
2.0,173.8125,64.9375
89.0,62.4375,58.6875
1634.0,28.6875,-27.9375
1222.0,112.1875,50.4375
68.0,85.8125,71.0625
312.0,146.3125,-31.1875
166.0,16.9375,48.0625
1498.0,47.0625,-20.3125
134.0,18.3125,45.9375
42.0,102.1875,71.9375
3673.0,-77.8125,-7.8125
89.0,53.5625,66.1875
1402.0,-124.5625,61.4375
53.0,63.5625,62.8125
-9999.0,136.1875,33.6875
119.0,152.1875,-25.1875
73.0,106.1875,12.5625
65.0,117.1875,40.1875
99.0,16.6875,40.4375
93.0,127.6875,-31.8125
4517.0,100.9375,29.1875
72.0,93.8125,26.9375
