"variable","percent.contribution","permutation.importance"
"bio12",11.31,22.9475
"bio15",6.5421,22.1998
"bio17",11.9428,25.4479
"bio2",11.9918,5.733
"bio6",15.0094,0
"nitrogen",3.7665,2.6747
"ruggedness",37.0317,6.4031
"sand",2.4057,14.5939
"soc",0,0
