"variable","percent.contribution","permutation.importance"
"bio15",1.7249,1.4216
"bio4",76.4817,68.5306
"bio6",6.1368,6.3464
"bio9",9.9238,13.7694
"nitrogen",0.4779,1.3165
"ruggedness",2.5271,3.4796
"sand",0.946,0.9841
"soc",1.7817,4.1518
