"variable","percent.contribution","permutation.importance"
"bio1",29.4999,59.1418
"bio12",20.888,3.6615
"bio14",4.6956,0.5679
"bio15",12.2439,0.6144
"bio2",2.6756,1.8609
"bio4",7.3816,21.0215
"nitrogen",0.0085,0
"ruggedness",21.8566,12.9183
"sand",0.33,0.2136
"soc",0.4203,0
