"variable","percent.contribution","permutation.importance"
"bio13",0.9895,0
"bio14",48.4202,40.7013
"bio2",20.4042,20.3812
"bio9",10.4512,10.8163
"nitrogen",4.3117,4.6123
"ruggedness",13.1639,21.8422
"sand",2.2594,1.6468
