"variable","percent.contribution","permutation.importance"
"bio13",0,0
"bio14",13.0566,27.9756
"bio2",2.0327,4.9354
"bio4",19.2574,16.3752
"bio9",0,0
"nitrogen",20.671,23.8048
"ruggedness",0,0
"sand",44.9823,26.909
"soc",0,0
