"variable","percent.contribution","permutation.importance"
"bio13",0,0
"bio14",0,0
"bio15",68.4975,77.5428
"bio2",0,0
"bio8",20.0057,12.3241
"bio9",0,0
"nitrogen",10.8301,4.7699
"ruggedness",0.6667,5.3633
"sand",0,0
