"variable","percent.contribution","permutation.importance"
"bio12",4.7986,9.3646
"bio13",0,0
"bio2",24.9179,21.592
"bio4",11.9617,18.2787
"nitrogen",0.0332,0.0567
"ruggedness",42.8524,11.5113
"sand",0.5851,4.5462
"soc",14.8511,34.6505
