ISRICSOILGRIDS_new_average_claypercent_reduced,x,y
-9999.0,129.79167705,34.79166945
21.0,-83.54167335,50.20833735
22.0,42.70833675,54.79167105
5.0,26.45833545,66.04167195
22.0,-81.04167315,48.95833725
25.0,36.87500295,51.04167075
28.0,-96.45834105,30.20833575
-9999.0,149.37501195,59.37500475
17.0,98.95834125,29.37500235
27.0,-113.54167575,51.45833745
25.0,-82.70833995,42.29167005
10.0,-79.37500635,45.20833695
14.0,-73.54167255,51.45833745
-9999.0,-141.45834465,59.79167145
21.0,6.45833385,53.54167095
9.0,-145.20834495,64.79167185
13.0,-70.62500565,45.62500365
14.0,134.37501075,66.04167195
13.0,-115.62500925,51.87500415
22.0,84.37500675,64.37500515
19.0,75.62500605,69.79167225
29.0,-109.37500875,33.95833605
23.0,11.45833425,47.29167045
-9999.0,15.62500125,78.54167295
9.0,25.62500205,63.95833845
12.0,-156.04167915,65.20833855
22.0,121.45834305,49.79167065
18.0,-94.37500755,36.04166955
18.0,-107.70834195,43.12500345
20.0,-133.12501065,67.29167205
-9999.0,33.54166935,69.37500555
32.0,-90.62500725,33.12500265
11.0,24.79166865,69.37500555
10.0,-121.04167635,53.12500425
-9999.0,-57.29167125,54.37500435
13.0,-103.54167495,67.29167205
-9999.0,108.54167535,18.12500145
25.0,116.87500935,31.45833585
22.0,-81.87500655,39.37500315
12.0,-105.20834175,66.45833865
-9999.0,-77.70833955,65.62500525
-9999.0,-39.37500315,65.20833855
10.0,24.37500195,70.62500565
16.0,-156.04167915,70.62500565
30.0,153.12501225,-28.95833565
-9999.0,73.12500585,70.20833895
-9999.0,174.79168065,61.87500495
13.0,132.70834395,65.62500525
54.0,-99.79167465,16.87500135
30.0,104.37500835,21.87500175
28.0,133.54167735,47.70833715
16.0,60.62500485,66.04167195
-9999.0,-69.79167225,41.87500335
21.0,75.62500605,58.12500465
32.0,104.79167505,10.62500085
22.0,-87.70834035,52.29167085
49.0,-104.79167505,27.70833555
-9999.0,120.62500965,-6.04166715000001
-9999.0,104.79167505,-6.87500055
22.0,91.04167395,62.29167165
27.0,-72.29167245,-35.20833615
17.0,159.37501275,61.87500495
15.0,13.12500105,49.37500395
-9999.0,-87.29167365,44.37500355
39.0,124.79167665,7.70833395
17.0,-77.29167285,43.12500345
22.0,86.87500695,60.62500485
16.0,58.54167135,63.12500505
16.0,23.54166855,48.54167055
11.0,-138.95834445,64.37500515
9.0,27.29166885,69.79167225
24.0,-104.79167505,33.12500265
-9999.0,38.12500305,44.37500355
25.0,147.70834515,-36.45833625
15.0,116.04167595,-34.79166945
19.0,30.62500245,57.29167125
14.0,128.12501025,70.20833895
12.0,-104.79167505,65.20833855
19.0,107.29167525,62.70833835
11.0,-93.12500745,46.45833705
21.0,133.54167735,53.95833765
11.0,-45.20833695,60.20833815
17.0,143.12501145,-13.95833445
22.0,84.79167345,64.37500515
34.0,50.20833735,-14.79166785
15.0,53.12500425,65.62500525
8.0,-15.20833455,66.04167195
20.0,33.54166935,53.12500425
17.0,168.12501345,63.95833845
18.0,-78.54167295,43.95833685
12.0,165.20834655,63.54167175
14.0,-65.62500525,55.62500445
15.0,-120.20834295,64.37500515
8.0,16.87500135,67.29167205
20.0,104.79167505,61.45833825
25.0,-103.12500825,49.79167065
27.0,130.20834375,53.54167095
