GTOPO30_ELEVATION,x,y
295.0,106.04167515,29.37500235
1.0,103.12500825,0.208333350000004
596.0,-63.12500505,52.29167085
10.0,171.45834705,64.79167185
-9999.0,105.62500845,-6.04166715000001
350.0,108.12500865,13.54166775
273.0,-82.70833995,34.79166945
-9999.0,77.29167285,68.12500545
1975.0,104.37500835,32.70833595
82.0,70.62500565,57.29167125
453.0,-70.62500565,44.79167025
506.0,-122.29167645,68.54167215
610.0,-153.95834565,66.04167195
101.0,49.79167065,56.04167115
701.0,94.79167425,51.45833745
979.0,-121.87500975,54.37500435
321.0,-77.70833955,48.54167055
243.0,-163.54167975,65.62500525
-9999.0,73.95833925,70.62500565
-9999.0,-8.95833405000002,37.70833635
-9999.0,126.45834345,36.87500295
75.0,113.12500905,28.54166895
1525.0,-117.29167605,53.12500425
1058.0,-49.37500395,63.12500505
2013.0,-114.37500915,45.62500365
1549.0,110.20834215,40.62500325
-9999.0,-4.79166705,53.12500425
1522.0,108.54167535,49.79167065
599.0,-100.20834135,29.79166905
111.0,53.54167095,56.87500455
190.0,121.04167635,-33.12500265
1564.0,102.29167485,48.12500385
-9999.0,116.45834265,8.54166735
-9999.0,141.45834465,52.70833755
1316.0,111.87500895,49.79167065
-9999.0,178.12501425,62.29167165
41.0,-82.29167325,28.54166895
195.0,-87.70834035,39.37500315
600.0,81.04167315,43.95833685
-9999.0,148.12501185,-39.79166985
3437.0,83.12500665,28.54166895
-9999.0,-96.04167435,19.37500155
53.0,87.29167365,64.37500515
266.0,-97.70834115,50.20833735
156.0,-73.12500585,58.95833805
2584.0,-107.29167525,37.29166965
114.0,-84.79167345,64.79167185
-9999.0,117.29167605,-35.62500285
-9999.0,153.95834565,58.95833805
87.0,113.95834245,3.95833365
336.0,128.54167695,40.20833655
-9999.0,-59.79167145,43.95833685
704.0,120.20834295,51.87500415
263.0,-79.37500635,46.87500375
39.0,96.04167435,71.04167235
811.0,93.95834085,27.70833555
951.0,-110.20834215,47.70833715
-9999.0,145.62501165,43.54167015
310.0,-56.45833785,50.62500405
120.0,1.04166674999999,49.79167065
70.0,99.79167465,79.79167305
394.0,8.95833404999999,47.70833715
1574.0,-116.87500935,48.95833725
1808.0,-118.12500945,50.62500405
-9999.0,116.04167595,-4.79166705
112.0,-88.54167375,36.87500295
161.0,62.70833835,61.87500495
-9999.0,-73.95833925,62.70833835
328.0,135.62501085,53.12500425
420.0,-64.79167185,50.62500405
3971.0,101.04167475,34.79166945
-9999.0,20.62500165,38.54166975
1582.0,-121.04167635,53.54167095
286.0,-99.37500795,24.79166865
80.0,42.29167005,62.70833835
488.0,117.29167605,5.62500045
1372.0,120.62500965,47.29167045
259.0,-91.87500735,41.87500335
305.0,-100.20834135,61.87500495
426.0,-157.29167925,62.70833835
546.0,103.12500825,53.12500425
188.0,37.70833635,50.20833735
-9999.0,143.54167815,76.45833945
453.0,111.04167555,35.62500285
478.0,95.62500765,5.20833374999999
153.0,-72.70833915,59.37500475
1768.0,-130.20834375,61.87500495
196.0,31.87500255,56.45833785
-9999.0,121.87500975,30.62500245
175.0,150.20834535,64.79167185
504.0,-107.70834195,26.87500215
609.0,-67.29167205,53.95833765
23.0,35.62500285,61.87500495
6.0,122.29167645,40.62500325
5.0,100.62500805,14.79166785
854.0,-81.04167315,37.70833635
-9999.0,-134.37501075,55.62500445
-9999.0,-91.45834065,57.70833795
135.0,82.70833995,53.54167095
-9999.0,-73.54167255,-43.12500345
358.0,58.95833805,55.20833775
-9999.0,-137.29167765,58.12500465
136.0,26.87500215,57.29167125
963.0,-109.37500875,49.37500395
104.0,26.87500215,41.45833665
-9999.0,151.45834545,-10.20833415
1752.0,101.87500815,26.04166875
46.0,90.62500725,73.12500585
430.0,16.87500135,64.79167185
706.0,96.04167435,69.37500555
436.0,-79.79167305,41.04166995
212.0,-119.79167625,65.20833855
304.0,-77.70833955,48.12500385
37.0,84.37500675,68.95833885
23.0,177.29168085,63.95833845
513.0,120.62500965,58.95833805
42.0,141.87501135,42.70833675
2560.0,-111.45834225,45.20833695
21.0,80.62500645,71.87500575
-9999.0,74.79167265,68.95833885
176.0,-66.45833865,-55.20833775
-9999.0,-6.87500055000001,34.37500275
101.0,73.54167255,63.54167175
587.0,167.70834675,61.04167155
-9999.0,-120.62500965,69.79167225
206.0,34.79166945,52.29167085
384.0,20.20833495,66.87500535
867.0,118.95834285,45.62500365
1584.0,-153.95834565,61.45833825
-9999.0,-130.20834375,70.20833895
364.0,-70.20833895,45.62500365
349.0,-89.79167385,51.04167075
-9999.0,-131.45834385,54.79167105
-9999.0,151.45834545,46.87500375
1346.0,108.95834205,36.87500295
1746.0,-120.62500965,40.62500325
-9999.0,26.87500215,78.54167295
48.0,97.29167445,72.29167245
135.0,124.37500995,64.37500515
625.0,121.45834305,56.45833785
1396.0,-109.37500875,29.79166905
74.0,25.62500205,61.87500495
310.0,121.87500975,-31.87500255
662.0,119.37500955,41.45833665
-28.0,52.70833755,38.54166975
706.0,-112.29167565,53.12500425
351.0,-106.87500855,64.37500515
14.0,-161.04167955,64.37500515
309.0,-130.20834375,67.70833875
128.0,84.37500675,63.54167175
723.0,139.79167785,58.12500465
554.0,94.37500755,21.87500175
68.0,133.95834405,-14.79166785
754.0,-151.45834545,59.37500475
471.0,-97.70834115,39.37500315
381.0,-92.70834075,43.95833685
259.0,89.79167385,56.45833785
621.0,-48.54167055,61.87500495
381.0,-72.29167245,54.79167105
-9999.0,153.54167895,-25.62500205
235.0,26.45833545,66.87500535
1725.0,-135.62501085,60.20833815
32.0,-63.95833845,45.20833695
783.0,28.54166895,38.54166975
-9999.0,20.20833495,38.54166975
-9999.0,-40.20833655,64.79167185
-9999.0,10.62500085,56.87500455
151.0,-101.87500815,64.37500515
64.0,-97.29167445,28.95833565
1694.0,98.12500785,52.29167085
453.0,-104.37500835,53.95833765
595.0,157.70834595,54.79167105
1581.0,-127.29167685,62.70833835
244.0,-84.79167345,35.62500285
450.0,129.79167705,45.20833695
416.0,107.70834195,30.20833575
32.0,-86.87500695,55.62500445
443.0,21.04166835,-33.54166935
280.0,13.12500105,66.04167195
391.0,-159.37501275,66.04167195
313.0,-71.87500575,56.45833785
392.0,154.79167905,63.95833845
268.0,30.20833575,66.04167195
5.0,-173.12501385,66.87500535
98.0,41.87500335,62.70833835
99.0,-158.12501265,66.04167195
4183.0,96.87500775,27.70833555
1097.0,-118.54167615,50.62500405
194.0,60.62500485,57.70833795
305.0,-70.62500565,60.62500485
152.0,-72.29167245,48.95833725
31.0,95.20834095,71.04167235
304.0,-89.79167385,43.12500345
634.0,106.87500855,28.54166895
337.0,132.29167725,50.20833735
24.0,64.79167185,64.79167185
503.0,-129.37501035,56.45833785
144.0,37.29166965,59.37500475
36.0,69.37500555,67.29167205
537.0,168.54168015,66.87500535
613.0,-120.62500965,68.95833885
249.0,101.87500815,14.79166785
900.0,-125.62501005,51.04167075
-9999.0,124.79167665,5.62500045
-9999.0,8.95833404999999,37.29166965
331.0,108.95834205,32.70833595
807.0,136.45834425,46.04167035
923.0,-125.62501005,53.12500425
193.0,-131.87501055,66.04167195
45.0,-79.37500635,51.04167075
-9999.0,7.70833395,37.29166965
481.0,175.20834735,67.29167205
212.0,103.95834165,71.87500575
202.0,-72.70833915,-40.62500325
126.0,119.37500955,60.20833815
394.0,175.20834735,66.04167195
140.0,-103.95834165,18.95833485
126.0,105.62500845,21.87500175
627.0,132.70834395,50.62500405
-28.0,53.12500425,38.12500305
160.0,169.79168025,63.95833845
2595.0,-111.87500895,44.79167025
93.0,98.54167455,14.79166785
2622.0,-105.62500845,32.70833595
24.0,140.62501125,-18.12500145
92.0,76.04167275,59.37500475
1839.0,100.20834135,27.29166885
827.0,116.87500935,53.12500425
1623.0,113.95834245,54.79167105
419.0,-45.62500365,61.04167155
183.0,-82.70833995,49.79167065
71.0,46.04167035,55.62500445
1904.0,-106.04167515,28.12500225
-9999.0,122.29167645,-11.04166755
35.0,118.12500945,39.79166985
96.0,21.45833505,37.70833635
