LandCover_5_Shrubs,x,y
0.0,-99.79167465,51.04167075
29.0,-101.87500815,34.79166945
0.0,59.37500475,55.62500445
0.0,147.70834515,-38.12500305
2.0,7.70833395,61.04167155
0.0,14.37500115,61.87500495
51.0,83.54167335,68.54167215
35.0,-132.70834395,65.62500525
0.0,-77.70833955,39.37500315
0.0,96.87500775,4.37500034999999
0.0,135.62501085,34.37500275
19.0,-111.87500895,50.20833735
0.0,119.79167625,46.45833705
0.0,41.04166995,64.79167185
22.0,105.62500845,30.20833575
0.0,55.20833775,55.62500445
0.0,-111.87500895,52.29167085
63.0,-67.29167205,54.79167105
0.0,-85.20834015,56.04167115
0.0,102.70834155,33.95833605
51.0,-156.87501255,58.54167135
0.0,114.79167585,42.29167005
0.0,107.29167525,55.20833775
26.0,-0.208333350000004,38.54166975
0.0,-166.45834665,65.62500525
20.0,-121.04167635,38.54166975
0.0,-80.62500645,41.45833665
0.0,16.87500135,63.12500505
8.0,-72.70833915,-43.95833685
0.0,19.37500155,58.54167135
0.0,-108.95834205,48.12500385
0.0,131.04167715,33.12500265
22.0,-113.54167575,67.29167205
0.0,-163.54167975,54.37500435
0.0,26.45833545,62.29167165
54.0,-98.54167455,63.54167175
0.0,36.45833625,56.87500455
0.0,-88.95834045,28.95833565
0.0,-123.95834325,49.79167065
0.0,-128.12501025,50.62500405
0.0,-112.29167565,43.54167015
0.0,121.87500975,50.62500405
0.0,102.29167485,31.04166915
17.0,115.20834255,1.04166675
0.0,39.37500315,65.62500525
74.0,-146.04167835,66.04167195
0.0,178.95834765,62.29167165
0.0,102.70834155,61.87500495
53.0,149.79167865,-29.79166905
19.0,101.45834145,27.70833555
41.0,-77.29167285,-8.12500065
42.0,-84.37500675,55.20833775
0.0,55.62500445,35.20833615
0.0,36.04166955,56.04167115
22.0,143.12501145,60.20833815
0.0,105.62500845,53.12500425
0.0,-66.04167195,-55.20833775
0.0,98.54167455,21.87500175
56.0,158.54167935,69.37500555
0.0,15.62500125,43.54167015
0.0,-0.625000050000011,53.54167095
69.0,-67.70833875,55.20833775
42.0,-53.12500425,46.87500375
0.0,104.79167505,-5.62500045
13.0,138.12501105,53.54167095
22.0,117.29167605,30.20833575
0.0,-118.12500945,53.54167095
32.0,-127.29167685,66.87500535
61.0,-100.62500805,23.54166855
0.0,-91.45834065,46.87500375
24.0,-128.54167695,66.87500535
24.0,30.20833575,40.20833655
65.0,161.87501295,56.87500455
11.0,-116.45834265,43.95833685
0.0,-83.95834005,38.95833645
17.0,-108.95834205,55.20833775
20.0,-91.87500735,64.37500515
0.0,74.37500595,36.87500295
11.0,-88.95834045,66.04167195
0.0,81.87500655,51.87500415
0.0,-100.20834135,35.62500285
0.0,107.70834195,58.12500465
47.0,45.20833695,66.87500535
21.0,-73.54167255,49.79167065
0.0,45.20833695,67.29167205
0.0,-28.12500225,68.54167215
0.0,76.04167275,58.54167135
0.0,88.54167375,22.70833515
0.0,18.12500145,65.20833855
46.0,127.29167685,72.29167245
0.0,121.45834305,37.70833635
0.0,82.70833995,45.62500365
0.0,-73.12500585,42.29167005
36.0,138.12501105,-32.29166925
0.0,90.62500725,43.54167015
32.0,-102.70834155,23.12500185
0.0,-122.29167645,58.12500465
0.0,38.95833645,65.62500525
0.0,140.20834455,38.54166975
0.0,-154.37501235,64.79167185
0.0,-24.37500195,69.37500555
0.0,-162.29167965,55.20833775
46.0,-143.54167815,69.37500555
0.0,-49.79167065,63.12500505
0.0,12.70833435,37.70833635
0.0,-104.79167505,46.04167035
0.0,146.87501175,-9.37500075
0.0,-91.04167395,33.54166935
0.0,-113.54167575,52.29167085
0.0,96.04167435,58.12500465
0.0,137.70834435,-5.20833375000001
0.0,125.62501005,2.70833354999999
32.0,30.20833575,69.79167225
0.0,-97.29167445,26.04166875
46.0,-70.62500565,57.29167125
0.0,-91.45834065,57.70833795
0.0,-101.04167475,30.62500245
0.0,115.20834255,51.04167075
35.0,-116.04167595,43.12500345
0.0,-91.45834065,45.62500365
0.0,131.04167715,50.62500405
0.0,-61.45833825,52.29167085
0.0,95.62500765,59.79167145
51.0,-114.79167585,64.37500515
42.0,178.95834765,64.79167185
0.0,-82.70833995,46.45833705
23.0,67.29167205,65.20833855
1.0,119.79167625,27.70833555
40.0,-56.04167115,48.95833725
7.0,-103.54167495,18.95833485
0.0,71.87500575,58.95833805
0.0,-3.12500025,36.45833625
0.0,133.12501065,48.12500385
0.0,56.87500455,64.37500515
0.0,6.45833385,51.04167075
61.0,88.12500705,67.70833875
0.0,110.62500885,24.37500195
0.0,128.12501025,46.45833705
49.0,28.12500225,69.79167225
19.0,-4.37500035000002,57.70833795
0.0,-57.70833795,50.62500405
0.0,32.29166925,61.45833825
0.0,-128.95834365,53.12500425
0.0,-107.70834195,39.79166985
0.0,-129.37501035,67.29167205
22.0,-128.95834365,58.95833805
0.0,144.37501155,48.95833725
51.0,-78.12500625,53.95833765
16.0,116.04167595,30.62500245
0.0,-104.37500835,38.95833645
0.0,164.79167985,59.37500475
42.0,-118.95834285,46.04167035
46.0,137.29167765,-31.87500255
0.0,162.29167965,70.20833895
0.0,31.87500255,35.20833615
46.0,-161.04167955,60.62500485
0.0,23.54166855,65.62500525
0.0,27.29166885,52.29167085
0.0,25.62500205,55.20833775
51.0,146.04167835,60.62500485
0.0,127.29167685,4.37500034999999
0.0,116.04167595,33.12500265
22.0,-102.70834155,60.20833815
0.0,97.70834115,16.45833465
0.0,-124.37500995,54.79167105
36.0,151.87501215,61.04167155
0.0,20.62500165,53.95833765
0.0,62.70833835,70.20833895
20.0,82.70833995,63.95833845
0.0,27.29166885,66.87500535
0.0,118.54167615,25.62500205
0.0,32.70833595,52.70833755
0.0,112.70834235,36.87500295
10.0,105.20834175,19.37500155
2.0,-121.45834305,46.04167035
11.0,115.20834255,27.70833555
0.0,-111.87500895,66.87500535
0.0,16.45833465,62.70833835
0.0,-121.04167635,35.20833615
0.0,82.29167325,71.87500575
69.0,98.54167455,72.29167245
0.0,-126.87501015,51.87500415
20.0,157.29167925,53.95833765
0.0,63.54167175,59.37500475
18.0,-135.20834415,61.45833825
0.0,-151.45834545,61.04167155
0.0,24.37500195,58.95833805
40.0,21.87500175,37.29166965
69.0,71.45833905,67.29167205
21.0,-129.37501035,61.45833825
0.0,8.95833404999999,43.12500345
0.0,123.54167655,-5.20833375000001
0.0,138.54167775,49.79167065
0.0,-124.37500995,48.95833725
0.0,146.87501175,-6.87500055
30.0,138.54167775,59.37500475
84.0,-156.45834585,60.20833815
19.0,93.54167415,28.12500225
0.0,98.95834125,57.29167125
0.0,21.04166835,62.70833835
0.0,-87.70834035,34.79166945
0.0,92.70834075,8.95833404999999
0.0,-106.45834185,26.45833545
0.0,139.79167785,42.29167005
0.0,139.37501115,60.62500485
0.0,117.70834275,34.37500275
89.0,119.37500955,-30.20833575
0.0,36.87500295,41.04166995
0.0,-2.70833355000002,57.70833795
0.0,82.29167325,60.62500485
0.0,-68.95833885,62.29167165
0.0,-80.20833975,34.37500275
37.0,151.45834545,-28.95833565
11.0,-114.79167585,50.20833735
0.0,89.79167385,45.20833695
0.0,-64.37500515,61.45833825
8.0,126.45834345,-7.70833395
24.0,-68.12500545,55.62500445
0.0,128.54167695,36.87500295
0.0,29.79166905,47.29167045
42.0,-116.04167595,63.54167175
0.0,131.87501055,61.04167155
0.0,104.79167505,24.79166865
88.0,-157.29167925,70.20833895
36.0,28.95833565,-29.79166905
0.0,81.87500655,52.29167085
17.0,-108.95834205,40.62500325
34.0,68.12500545,67.70833875
0.0,84.37500675,47.29167045
0.0,-80.62500645,29.79166905
0.0,39.37500315,60.62500485
20.0,101.04167475,27.29166885
78.0,-134.37501075,67.29167205
0.0,-55.62500445,49.79167065
21.0,4.37500034999999,36.87500295
11.0,-177.70834755,66.04167195
100.0,-103.12500825,29.37500235
0.0,-71.45833905,42.70833675
0.0,-0.208333350000004,45.20833695
0.0,12.29166765,68.12500545
30.0,-88.12500705,56.45833785
69.0,169.79168025,60.62500485
0.0,164.79167985,70.20833895
0.0,102.29167485,14.37500115
9.0,-94.79167425,42.70833675
21.0,64.79167185,65.20833855
0.0,119.37500955,51.87500415
0.0,38.95833645,50.62500405
0.0,104.37500835,49.37500395
0.0,-141.45834465,63.95833845
0.0,126.45834345,43.95833685
0.0,0.625000049999983,45.62500365
0.0,-4.37500035000002,50.20833735
0.0,6.87500054999998,62.70833835
0.0,-66.45833865,65.20833855
0.0,-72.29167245,-38.95833645
0.0,106.87500855,17.70833475
0.0,123.95834325,-1.87500015000001
0.0,-141.45834465,60.20833815
0.0,-60.62500485,51.04167075
0.0,-72.70833915,46.04167035
0.0,22.29166845,48.95833725
20.0,-62.29167165,52.70833755
0.0,124.79167665,50.20833735
24.0,-171.04168035,66.45833865
46.0,-114.37500915,66.87500535
28.0,-133.54167735,63.54167175
0.0,-85.20834015,49.79167065
0.0,126.04167675,43.95833685
13.0,-99.79167465,33.12500265
0.0,-2.70833355000002,46.87500375
0.0,104.37500835,9.37500075
0.0,-88.95834045,35.20833615
0.0,12.29166765,48.54167055
20.0,-130.62501045,55.62500445
14.0,84.79167345,65.62500525
0.0,52.29167085,58.95833805
94.0,-116.87500935,35.62500285
0.0,-134.37501075,61.04167155
0.0,46.04167035,61.04167155
0.0,104.37500835,-2.29166685
0.0,-63.54167175,51.04167075
0.0,36.87500295,66.04167195
34.0,-71.45833905,51.04167075
0.0,17.70833475,-33.12500265
23.0,-160.62501285,68.95833885
0.0,49.37500395,59.79167145
0.0,-146.04167835,60.20833815
34.0,-64.79167185,60.20833815
0.0,31.04166915,65.20833855
0.0,100.62500805,29.79166905
0.0,-87.29167365,46.87500375
37.0,-94.37500755,57.29167125
18.0,108.12500865,33.12500265
0.0,21.45833505,52.70833755
0.0,141.04167795,41.87500335
31.0,-71.87500575,53.95833765
0.0,25.62500205,68.12500545
3.0,136.87501095,-33.54166935
0.0,70.20833895,62.70833835
0.0,-70.20833895,-53.54167095
0.0,-63.54167175,52.70833755
0.0,-96.45834105,16.04166795
2.0,98.95834125,26.45833545
0.0,8.54166734999998,57.70833795
0.0,-73.54167255,-9.79166745000001
46.0,-63.54167175,57.29167125
0.0,122.70834315,1.04166675
0.0,27.29166885,-26.04166875
