ISRICSOILGRIDS_new_average_sandpercent_reduced,x,y
36.0,86.45834025,67.29167205
34.0,83.54167335,64.79167185
54.0,-113.54167575,54.37500435
32.0,38.95833645,56.45833785
40.0,93.54167415,49.37500395
-9999.0,141.87501135,50.20833735
16.0,-86.45834025,38.95833645
-9999.0,141.87501135,51.45833745
40.0,-74.79167265,40.62500325
-9999.0,-87.70834035,47.70833715
-9999.0,-81.04167315,68.54167215
47.0,12.29166765,50.20833735
-9999.0,-77.29167285,62.70833835
49.0,32.70833595,62.70833835
52.0,71.87500575,35.62500285
54.0,13.54166775,51.45833745
40.0,-75.62500605,42.29167005
52.0,15.62500125,66.87500535
40.0,-4.79166705,40.20833655
37.0,95.20834095,22.70833515
42.0,-86.45834025,51.87500415
49.0,-96.45834105,58.95833805
35.0,-164.79167985,68.54167215
56.0,28.12500225,68.54167215
42.0,-92.70834075,57.70833795
53.0,-112.70834235,66.04167195
18.0,-91.87500735,36.87500295
47.0,-83.54167335,43.12500345
31.0,114.79167585,29.79166905
67.0,13.95833445,56.87500455
50.0,49.37500395,63.95833845
47.0,-95.20834095,62.29167165
59.0,30.62500245,62.70833835
-9999.0,139.37501115,-17.29166805
44.0,-125.62501005,56.87500455
50.0,-93.95834085,51.87500415
46.0,98.54167455,51.45833745
-9999.0,-88.95834045,65.62500525
-9999.0,-59.79167145,56.04167115
31.0,45.20833695,40.20833655
-9999.0,11.87500095,67.70833875
67.0,-119.37500955,39.37500315
-9999.0,-33.12500265,67.29167205
41.0,151.87501215,59.79167145
-9999.0,160.20834615,53.95833765
30.0,117.70834275,28.54166895
-9999.0,-92.29167405,57.70833795
59.0,-59.37500475,51.87500415
41.0,-145.20834495,64.79167185
40.0,-146.45834505,67.70833875
41.0,-1.87500015000001,52.29167085
-9999.0,-58.95833805,50.62500405
18.0,-88.12500705,38.54166975
-9999.0,22.70833515,65.62500525
32.0,135.62501085,34.79166945
41.0,-161.45834625,63.12500505
-9999.0,-162.29167965,70.20833895
58.0,142.29167805,-10.62500085
-9999.0,142.70834475,54.79167105
61.0,18.12500145,59.79167145
53.0,-63.54167175,58.12500465
-9999.0,158.12501265,58.12500465
44.0,96.87500775,54.37500435
43.0,-149.79167865,66.45833865
52.0,28.12500225,53.54167095
45.0,49.79167065,-14.79166785
50.0,-128.95834365,58.95833805
29.0,-100.62500805,23.12500185
-9999.0,111.45834225,-8.54166735
41.0,-107.70834195,40.62500325
-9999.0,114.79167585,-30.20833575
41.0,-144.79167825,62.29167165
51.0,-110.20834215,66.87500535
52.0,-110.62500885,44.79167025
42.0,90.62500725,45.20833695
50.0,45.20833695,58.12500465
-9999.0,110.62500885,21.04166835
43.0,100.62500805,34.37500275
40.0,132.29167725,53.95833765
41.0,-140.20834455,61.87500495
47.0,43.12500345,65.20833855
47.0,143.12501145,49.79167065
-9999.0,39.79166985,41.45833665
48.0,-89.37500715,55.62500445
-9999.0,25.20833535,38.12500305
-9999.0,119.79167625,38.12500305
-9999.0,104.37500835,12.70833435
-9999.0,45.62500365,67.29167205
46.0,94.79167425,71.87500575
36.0,106.04167515,36.45833625
41.0,105.20834175,78.54167295
-9999.0,-63.12500505,46.04167035
-9999.0,26.87500215,36.45833625
37.0,114.79167585,3.95833365
42.0,-92.29167405,53.54167095
61.0,-91.04167395,44.79167025
52.0,20.62500165,69.37500555
40.0,-142.70834475,69.37500555
43.0,113.95834245,23.95833525
40.0,-119.79167625,54.37500435
-9999.0,59.79167145,68.95833885
31.0,100.62500805,58.54167135
50.0,147.29167845,61.45833825
44.0,97.29167445,71.45833905
30.0,98.54167455,58.54167135
47.0,-131.45834385,65.20833855
51.0,138.95834445,59.37500475
49.0,110.20834215,73.12500585
-9999.0,-1.45833345,46.04167035
44.0,-7.29166725000002,52.70833755
58.0,-92.70834075,48.95833725
-9999.0,-61.87500495,47.70833715
50.0,98.12500785,68.95833885
43.0,-112.70834235,39.79166985
39.0,68.12500545,63.12500505
33.0,46.87500375,33.54166935
-9999.0,107.29167525,52.70833755
52.0,34.37500275,63.54167175
-9999.0,-26.87500215,69.37500555
43.0,-125.20834335,51.04167075
52.0,31.04166915,51.87500415
38.0,-124.37500995,48.12500385
39.0,102.70834155,36.87500295
52.0,158.54167935,52.29167085
47.0,116.87500935,40.62500325
57.0,-89.79167385,46.04167035
50.0,-24.37500195,71.87500575
24.0,-83.95834005,39.79166985
55.0,-72.29167245,43.95833685
34.0,106.45834185,35.62500285
43.0,-50.62500405,69.37500555
-9999.0,-69.79167225,-55.62500445
46.0,-76.87500615,61.45833825
63.0,123.12500985,-32.70833595
46.0,82.70833995,53.54167095
47.0,-64.79167185,57.70833795
